Madura,Indonesia
anyo'on mandar badha'a li'-bali'na dhadhar,memohon semoga ada kebalikannya dari takdir
terro parana masakola'a ana'na,ingin sekali menyekolahkan anaknya
tape ana'na todhus,tapi anaknya malu
ana'na aromasa paleng ta' andhi' e dhalem kellassa,anaknya merasa paling tidak punya di kelasnya
kalambina paleng juba' ban en-laenna,bajunya paling jelek dan lain-lain
larangnga bajaranna sakola'an nambai todhussa ana' ganeko se asakola'a,mahalnya bayaran sekolah menambah malunya anak itu yang mau bersekolah
polana bajaranna lako tellat lako etagi ban etagi malolo,karena bayaran kerja telat kerja ditagih dan ditagih terus
ana'na ganeko asakola sampe' kellas settong,anaknya itu bersekolah sampai kelas satu
sela bariya ta' totok balekkadan,sudah lagi tidak sampai selesai
daddina na'-kana'ganeko gunna nolonge oreng towana e dhapor,jadinya anak itu hanya menolong orang tuanya di dapur
lalake' ganeko paggun kalaban roko' kalobudda,laki-laki itu tetap dengan rokok klobotnya
roko'se dhari bako ban ebundu' kalaban kole'na jagung ganeko,rokok yang dari tembakau dan dibungkus dengan kulitnya jagung itu
sambi ker-pekkeran dhateng tamoy,sambil berpikir-pikir datang tamu
sabendherra banne tamoy raja gunna ngajaga alako,sebenarnya bukan tamu besar hanya mengajak bekerja
lalake' ganeko tacengnga' polana ngajak apalako e are se banne pasaran,laki-laki itu terkejut karena diajak bekerja di hari yang bukan pasaran
ma' buruwanna dika ngajak apalako are sanonto,kenapa tumben kamu mengajak bekerja di hari ini
kan pasaran gi' lagguna,kan pasaran masih besok
mon dagangan bula egiba cangko' lagguna bula kateteran,kalau dagangan saya dibawa kataku besoknya saya keteteran
metong se dhapa' alajjane oreng se melleya nape ta' emo',menghitung yang sampai melayani orang yang mau beli kenapa tidak repot
molae sabban bula emo',sejak awal saya repot
maddha na,tidak apa-apa sudah
mon dika tadha' lakona,kalau kamu tidak ada kerjaan
mon bula enggi bai,kalau saya ya mau saja
napeyan se eangko'a,apa yang mau diangkut
berras saetton,beras satu ton
paleng ebali' dhukale mon dika,paling kembali dua kali kalau kamu
enggi na,iya sudah
lalake' ganeko amet ka binena,laki-laki itu pamit ke istrinya
mangkat kalabanrenjing ban pekolanna,berangkat dengan keranjang dan pikulannya
barang-barang ganeko epekol dhari romanadagang ka pasar se jauna ra'-kera'an tello kelo satengnga,barang-barang itu dipikul dari rumahnya berdagang ke pasar yang jauhnya kira-kira tiga kilo setengah
jalanna abato ban kodu nae' gunong,jalannya berbatu dan harus naik gunung
tape lalake' ganeko paggun mekol,tapi laki-laki itu tetap memikul
dhalem pekkeranna kalakowan ganeko kodu duli mare sabellun asar,dalam pikirannya pekerjaan itu harus cepat selesai sebelum asar
malle andhi' bakto matoron ta' al,biar punya waktu menurunkan siwalan
malle ekenneng ejuwal lagguna ka pasar,biar bisa dijual besoknya ke pasar
ta' dumadiyan#,tidak terduga
kalaban ngabbiyagi ora'na,dengan memaksimalkat uratnya
nyeyor ganeko epekol sakaleyan ban berras saetton ebali' dhukale,kelapa itu dipikul sekaligus dan beras satu ton dikembalikan dua kali
dagang ganeko majar kalaban berras se bagus se argana rp 700 sagantangnga ebajari kalaban dhugantang,pendagang itu membayar dengan beras yang bagus yang harganya rp 700 satu gantang dibayar dengan dua gantang
lalake' ganeko tacengnga',laki-laki itu terkejut
aneko ta' bannya' gallu',ini tidak banyak
lalake' ganeko atanya,laki-laki itu bertanya
nape korang bannya',kenapa kurang banyak
dina lagguna mon paju kakabbi dika etamba'ana,nanti kalau laku semua kamu akan ditambahi
bula ne ta' kose paretongan,saya tidak terlalu perhitungan
maksodda bula dika me' rogi katonna ta' patot bula ebajar kalaban berras se larang se bagussa cara neko,maksudnya saya kamu mungkin rugi kelihatannya tidak pantas saya dibayar dengan beras yang mahal yang bagusnya seperti itu
dika kabala ka embuk,kamu bilang ke ibu
ongkossa banne pesse,ongkosnya bukan uang
sapora kowa gi,maaf gitu ya
aneko pon lebbi dhari cokop,ini sudah lebih dari cukup
dina bula moleyakaburu ngala'a ta' al ban nyareya rambananna embi',nanti saya pulangnya mau buru-buru mengambil tal dan mencari dedaunan untuk kambing
pasabbar eongkos sakone',yang sabar diupah sedikit
lalake' ganeko mole kalaban mekol renjingnga,laki-laki itu pulang dengan memikul keranjangnya
renjing nga berra' salaja polana badha berrassa dhugantang,keranjangnya seperti berat sebelah karena ada berasnya dua gantang
lalake ganeko mapolong berrem towana ta' al se pon koneng,laki-laki itu mengumpulkan beremb bagian tua dari tal yang sudah menguning
berrem ganeko ekagabaya enomma embi',beremb itu digunakan untuk minuman kambing
ngala' berrem se lelema' pon pekolan ganeko ta' berra' salaja#,mengambil beremb yang banyak pikulan itu tidak berat sama sekali
dhapa' ka bengkona lalake' ganeko nyaba' berrem ka kandhangnga embi' kaadha',sampai di rumahnya laki-laki itu menaruh beremb di kandang kambing di depan
egadhiya keya nyaba' renjing ban pekolanna,di sana juga menaruh keranjang dan pikulannya
berrassa etambi' maso' ka dhaporra,berasnya diselipkan masuk ke dapurnya
berras ganeko ebagi ka binena,beras itu diberikan ke istrinya
edhimma sampeyan olle berras bannya' saneka'an,di mana kamu dapat beras sebanyak ini
binena atanya kalaban manggerra',istrinya bertanya sambil melotot
ganeko bajaranna bula se mekol berras ban nyeyor buru,itu bayaran saya yang memikul beras dan kelapa barusan
sampeyan lecek,kamu nakal
kaula ta' parcaja,saya tidak percaya
aneka berras bagus,ini beras bagus
orengnga ta' kera gendheng sampe' majari sampeyan kalaban berras dhugantang se argana rp 700 sagantang-nga,orangnya tidak akan bodoh sampai membayarmu dengan beras dua gantang yang harganya rp 700 per gantangnya
sampeyan neka ngeco' paleng e bakto nyaba' berrassa,kamu ini mencuri paling di saat menaruh berasnya
sampeyan malaen gan sakone',kamu memisahkan mulai sedikit
pabali duliyan kaula ta' endha' `mon ollena ngeco',kembalikan cepat saya tidak mau kalau hasilnya mencuri
enten bula ta' ngeco',tidak saya tidak mencuri
edhingngagi gallu,dengarkan dulu
ma' dika ta' parcaja,kenapa kamu tidak percaya
kaula paggun ta' parcaja,saya tetap tidak percaya
kaula ban ana'na ta' kera ngakan berras ganeka mon ta' epabali,saya dan anak tidak akan makan beras itu kalau tidak dikembalikan
duliyan pabali,cepat kembalikan
manabi sampeyan ekaonenge mon guru ja',kalau kamu ketahuan sama guru katanya
sampeyan ampon ngeco' berras,kamu sudah mencuri beras
sampeyan bakal edukane,kamu akan dimarahi
dina epabaliya pasan,nanti dikembalikan saja
bula abajanga gallu,saya mau sholat dulu
dinggal kaula bali' lapara otaba ngakana orabba tongkol ban orabba perreng ngodha etembang ngakan berras bagus ollena ngeco' cara neka,biar saya kembali lapar atau makan urap tongkol dan urap bambu muda daripada makan beras bagus hasil mencuri seperti ini
ja' rengan aba' dibi' ollena eberri',padahal saya dapat diberi
ta' ngeco' maddi ekoca' ngeco',tidak mencuri malah dibilang mencuri
dhari dhimma nengale,dari mana melihatnya
baramma pekkeranna,bagaimana pikirannya
tape terro ngakana berras bagus se kadhang ambu ngantos rebba'an e are tellasan se olleya nase' tellasan,tapi mau makan beras bagus yang kadang harus menunggu sajian di hari raya yang akan dapat nasi hari raya
sela bariya mon badha karena dhari guru,kalau begitu kalau ada sisanya dari guru
mon tadha'gunna kare akarep terro ngakana nase' se dhari berras bagus,kalau tidak ada hanya tinggal berharap ingin makan nasi yang dari beras bagus
lalake' ganeko mangkat mabali berrassa,laki-laki itu berangkat mengembalikan berasnya
dhalem ajalan nojju ka bengkona dagangnga lalake' gancko apekker,dalam perjalanan menuju ke rumah pedagang laki-laki itu berpikir
baramma mon berras aneko sagantangnga paorop kalaban berras se argana dhuwa' rp 250 sagantangnga,bagaimana kalau beras itu satu gantang ditukar dengan beras yang harganya dua rp 250 per gantang
oreng toko bakal endha',orang toko akan mau
sagantangnga saba' dhalem kelmo',satu gantang taru dalam karung
tape paggun baddhai rambing,tapi tetap saja ada yang tidak utuh
tape bali' bang-tembang dhaggi' bannya' kapang paorop kakabbisagantang,tapi balik menimbangkan nanti kalau banyak yang ingin tukar semua satu gantang
buh aneko bannya' ollena,wah ini banyak hasilnya
bisa abit,bisa lama
berras neko epaoroba kakabbi,beras itu ditukar semua
sanonto bula nyambiya dhucorong bainan malle bine parcaja,hari ini saya membawa dua corong saja biar istri percaya
berras se argana rp 250 sagantangnga,beras yang harganya rp 250 per gantang
sabban menggu bula ngoneyana dha' ento gan dhucorong,setiap minggu saya meminta yang dua corong itu
otaba mon bine bula aotang berras laju berri' aneko ban cathet malle padha enga',atau kalau istri saya hutang beras lalu berikan itu dan catat biar sama-sama ingat
lalake' ganeko mole kalaban nyambi berras dhucorongkobi satengnga kelo ban gula sakelo,laki-laki itu pulang dengan membawa beras dua corong kopi setengah kilo dan gula satu kilo
binena ta' agir-gigir pole,istrinya tidak ribut lagi
omba' gir-gigirra kalaban komo',ombak bergelora dengan buihnya
jilana ko'-malek-ko',giginya melompat-lompat
copana nampes to'-maletto',mulutnya mengeluarkan suara seperti tembakan
lalake' towa ganeko agir gigir ana'na sopaja ta' entar ka tase',laki-laki tua itu memarahi anaknya supaya tidak pergi ke laut
asabab omba' raja babaja dha' kasala-meddanna aba'na,karena ombak besar berbahaya pada keselamatan dirinya
e tase' omba' ondur-dhateng ta' etemmo tandhana,di laut ombak datang-pergi tidak ada tandanya
sakadhang malendemnganyo' nyellem,kadang tenggelam menghanyutkan menyelam
ta' eka-sangka bakal ngelnyot pan-saponapan se ngantang tor se ngambang,tidak disangka akan menghanyutkan siapapun yang menunggu dan yang mengambang
ana'na se gi' ngodha se gunna lebur amaen leker gaseng lajangan pal-eppalan ban gasek amaen dhako ganeko sanonto dhu'-nondhu',anaknya yang masih muda yang hanya suka bermain gundu gangsing layangan dan cepat-cepat bermain congklak itu hari itu hanya duduk
keng matana mancerreng ka lepa'an,tapi matanya melotot ke congklak
na'-kana' se buru kala mare amaen dhako ganeko akaton gumigila ngedhing gigirra oreng lake' se songodda tombu lebba' e adha'na elong-nga,anak-anak yang baru kalah setelah bermain congklak itu terlihat menggigil mendengar marahnya orang laki-laki yang kumisnya tumbuh tebal di depan hidungnya
aba'na pajat terro taowa ka tase',dirinya memang ingin tahu ke laut
tao pe-maleppe sakaleyan tape ta' dhapa' ka tase' pon etemmo e jalan kalaban lalake' towa ganeko se buru dhateng ngare',pernah mencoba sekali tapi tidak sampai ke laut dia malah ditemui di jalan oleh laki-laki tua itu yang baru datang dari memanen
lalake' ganeko apangara ngopenesa kopengngasakeng ta' nyaman ka sakanca'an se padha mole ngare' gane,laki-laki itu berniat mengupil telinganya tapi tidak enak pada teman-temannya yang sama-sama pulang memanen itu
burung pole,batal lagi
ca'na karettegga dhadhana kacong ganeko mole kalaban pekkeran se agumbek dhalem dhadhana,katanya remuk dadanya anak itu pulang dengan pikiran yang bergelora dalam dadanya
areya panas,ini panas
ma' pera'anan,kenapa kok ribut
sela esoro tedhung bainan kogi'ngalole,bilangnya disuruh tidur saja kok masih ribut
ngalollo malolo,berbicara terus
kacong ganeko entar ka en-maenan dlhakona se emelleyagi eteppa'na gabay,anak itu pergi ke mainan congklaknya yang dibelikan tepat waktu panen
dhakona epagentang,congklaknya dipasang
lobangnga ebitong,lubangnya dihitung
badha nembellas lobang,ada enam belas lubang
empa' bellas lobang kene'dhuwa'an lobang raja,empat belas lubang kecil dua lubang besar
se pa'bellas ajajar dhubaris pepetto'-pepetto',yang empat belas berjajar dua baris tujuh-tujuh
dhuwa' lobang se raja kadibi'-kadibi',dua lubang yang besar sendirian
e sabban lobang se pepetto' kodu aesse pettong bigi dhako,di setiap lubang yang tujuh harus berisi tujuh biji congklak
bila ekamaen bigi-bigi ganeko bakal eedderragi dha' sadaja lobang,kalau dimainkan biji-biji itu akan diedarkan ke semua lubang
tamaso' bila lebat e lobang se raja andhi'na dibi'kodu ngesse'e keya,termasuk kalau lewat di lubang yang besar miliknya sendiri harus diisi juga
kodu nyaba' sanajjan settong bai'sanajjan sabigi,harus menaruh meskipun satu saja meskipun sebiji
tape tor kadhang ta' apangrasadhari se settong atamba settong atamba settong ta' ekarassa daddi sagunong,tapi terkadang tidak merasa dari yang satu bertambah satu bertambah satu tidak terasa jadi segunung
ma' bisa kodu bariya tayya,kok bisa harus begitu ya
dina ngakana gallu oca'na kadibi'an,nanti makan dulu katanya pada dirinya sendiri
pola mare ngakan na'-kana' se amaena leker dhateng,setelah selesai makan anak-anak yang bermain gundu datang
sanajjan lalake' aba'na aleburan amaen dhakoetembang amaen leker,meskipun laki-laki dia lebih suka bermain congklak daripada bermain gundu
bila amaen leker kadhang badha guruganse ekala' sakarebba' dibi',kalau bermain gundu kadang ada keributan yang diambil sesukanya
aba'na agasegan ta' ngenneng bila gurugan,dirinya cepat-cepat tidak mau kalau ribut
bali' amaen dhako,kembali bermain congklak
sambi tongbitongansambi en-maenan ta' kalaban sangaja apekker,sambil berhitung sambil bermain tidak dengan sengaja berpikir
mangkada dhari lobang se kemma se gunna aesse bigi se cokop dha' lobang raja sopaja ta' lebbi ban ta' ambu e tengnga jalan,mulai dari lubang mana yang hanya berisi biji yang cukup ke lubang besar supaya tidak lebih dan tidak berhenti di tengah jalan
tape kacong ganeko paggun agundhel settong petanya se nyelbi' dhalem pekkeranna,tapi anak itu tetap memegang satu pertanyaan yang terselip dalam pikirannya
petanya ganeko gi' nyelpet dhalem ramo'na obu'na,pertanyaan itu masih terselip dalam rambutnya
badha nape e tase' sampe'ta' ebagi ka tase',ada apa di laut sampai tidak diperbolehkan ke laut
ngakan nyamnyam,makan enak
sanajjan juko' kendhuy kalaban peccegga rantepettes ban tantona buja cabbi eberra akaton berda badhana juko' kendhuy ganeko akaton ta' sanggup ajujju tor nyothok nase' maso' ka perro',meskipun ikan kenduy dengan campuran bumbu rantai petis dan tentunya garam cabai airnya terlihat bening badan ikan kenduy itu terlihat tidak sanggup menyentuh atau menusuk nasi masuk ke perut
aba'na sajan atanya ma' bisa aba'na ta' ebagi ka tase' ja'rengan sabban are oreng-oreng ajuwal juko' odhang se ko'-malekko' edhimma olle ganeko kakabbi mon ta' dhari tase',dia semakin bertanya kenapa dia tidak diperbolehkan ke laut katanya setiap hari orang-orang menjual ikan udang yang melompat-lompat dari mana dapat itu semua kalau tidak dari laut
aba'na ebalai kalaban embu'na ja' juko' neko dhari tase' ta' ekagabay akadi jajan-jajan se ebelli e seddi'na romana,dia dihalangi oleh ibunya kalau ikan itu dari laut tidak dibuat seperti jajan-jajan yang dibeli di dekat rumah
bila apol-kompol sakanca'an aba'na gunna ngedhingagi dungngengnga kancana se adungngeng entar ka tase'nyongka'-nyongka' bato olle senggi' sanajjan sake' bila ekepe' kampe'na senggi',kalau berkumpul dengan teman-teman dia hanya mendengarkan dongeng temannya yang mendongeng pergi ke laut mencongkel-congkel batu dapat kerang meskipun sakit kalau digigit capitnya kerang
otaba bila nemmo bato-bato se akang-jaringkang se ta' bakal etemmo e gunong na'nong bato kaletthak,atau kalau menemukan batu-batu yang berongga-rongga yang tidak akan ditemukan di gunung tumpukan batu kapur
kancana adungngeng aeng tase' se jennengnapepole bila toju' e babana bungkana nyeyor e penggir tase' alama' rebba se ngalampar ngabas sampan ngoy-langngoyan,temannya mendongeng air laut yang jernih apalagi kalau duduk di bawah pohon kelapa di pinggir laut merasakan sejuk yang melebar melihat perahu berlayar
ngabasagi bai pon langngo,melihat saja sudah pening
dalko' ngabber,lalat-lalat berterbangan
nyalaop-nyalaop e attasanna tase' nyalaop e attasanna omba',merap-merap di atas laut merap-merap di atas ombak
sanajjan bila para' sorop are,meskipun kalau menjelang sore
nengngale are pon para' compedda,melihat hari sudah hampir habis
angenna ngamenyor sampanna ngoy-langngoyan ondhemma ngamennyor mega mera ngalampar daddi batessa tase' saengga aeng tase'na ta' nompa,angin berhembus perahunya berlayar awannya mengembang mega merah melebar jadi batas laut sehingga air lautnya tidak tumpah
omba' akaton dhateng asabab ondhem se bungkol-bungkol garowa maso' nyosop ka dhalem tase' pas ajalanakadi ajalan e langnge',ombak terlihat datang sebab awan yang bergumpal-gumpal itu masuk menyusup ke dalam laut lalu berjalan seperti berjalan di langit
daddina omba'na bangtabangan,jadinya ombaknya berhamburan
abassagi ondhem se ngalarkar pote aba'-omba' jagana bila egiret angen ondhem rowa ngababa e poncana babana langnge' se atabung kalaban tase' pas maso' nyosop ka tase'se tennang saenggana tase' aesse omba',melihat awan yang membentang putih berombak-ombak sepertinya kalau ditarik angin awan itu terbang di puncak bawah langit yang terhubung dengan laut lalu masuk menyusup ke laut yang tenang sehingga laut berisi ombak
