Madura,Indonesia
sabbhân arè emba ngibâ embi'na ka pakarangan sè bânnya' rebbhâna,setiap hari kakek membawa kambingnya ke lapangan yang banyak rumputnya
ana'na se paleng kene' ejaga.,Anaknya yang paling kecil dijaga.
cè' ketarana,sangat kentara
Buja pendha gampang.,Garam terasa mudah.
Poko' rèng kembhâr rèya acaka colo'satarètanan.,Pokoknya orang kembar ini adu mulut sesaudaraan.
Dhaddhi mon terro tada'a.,Jadi kalau ingin tidak ada.
Mon lu-dulluna pajat kodu rem-larem. ,Kalau jalannya memang harus pelan-pelan.
lo' bisa èangka' polana berrâ',tidak bisa diangkat kerena berat
"Abaliya ka damar conglet ban damar talpe', larangnga minnya' ta' kenneng laban","mau kembali ke lampu teplok, mahalnya minyak tidak bisa dilawan."
ngaḍḍhep ka ḍâjâ,mengahadap ke utara
Tanḍhȃ aghȃntèya bulȃn.,Tanda bergantinya bulan.
Ekarassa onggu cellebba ebbun malem sateya,Terasa sungguh dinginnya embun malam sekarang.
"Sakabbhinna rèng binè'sèngabâs ka Rasat ngoca' gânteng kabbhi, bâdâ kèya sè ngoca' jhâ' Rasat rèya katoronanna Nabi Yusuf.","Semua perempuan yang melihat pada Rasat berkata tampan semua, ada juga yang berkata bahwa Rasat ini keturunannya Nabi Yusuf."
Ta' tao jhâ' matèna Landâur rèya jhâ' bilâ.,Tidak tahu matinya Landâur ini kapan.
polisi nyangka tang tatangghâ sè ngèco' malemma,polisi menuduh tetanggaku yang mencuri tadi malam
ètarèma alako,diterima bekerja
Èyabâsaghi ta' kennyang.,Dilihat tidak kenyang.
mompong ghi' ngoḍâ pabhâjheng sè ajhâr ma'lè ghu'-agghu' dhâddhi orèng pènter,selagi masih muda belajarlah yang rajin supaya kelak menjadi orang yang pintar
Ollè berta sè èkaparlo,Dapat berita yang diperlukan
monjhân-ojhân kania rèya pas cè' malessâ kalowar roma,jika sedang hujan seperti ini sangat maias untuk keluar rumah
"Lalake' ganeko ngonjal, abaladhas karana badha sowara.","Laki-laki itu kaget, seketika karena ada suara."
Karo apoy sè awat-towwadhân dâri dâlem oncor.,Cuma api yang berkobar dari dalam obor.
Mon mosèm nambhȃrȃ’ kabȃḍȃ’ȃn biyasana,Jika musim penghujan keadaan biasanya
arè pasaran,hari pasaran
Duhur sampè' para' asara sè adântos.,Dari duhur sampai menjelang ashar yang menunggu.
"Kata' ganeko gunna bisa apckker, dha' emma nyareya bato gunong kaletthagan se raja, se dhi baba'anna bisa ekennengnge. ","Kodok itu hanya bisa berpikir, bagaimana mencari batu gunung kapur yang besar, yang di bawahnya bisa ditempati."
Bâng-sèbângnga bâkkèl ḍâri ghâlimpo’ èyatorè nembhâng è ada’na kelas!,Masing-masing wakil dari kelompok silakan menembang di depan kelas!
Aponapa Bhu?,"kenapa, Bu?"
Gujur ban rempa' dhadhana.,roboh dan hancur dadanya.
Aba'na pon arassa pelka'.,Dia sudah merasa lelah.
"Aghȃmbhȃrȃghi cèrè, sèpat, bhȃngon ḍȃri bhȃrȃng, kèbȃn, manossa bȃn tombuwȃn otabȃ kadhȃddhiyȃn sè bȃḍȃ neng alam.","Menggambarkan ciri, sifat, bentuk dari benda, hewan, manusia, dan tumbuhan atau kejadian yang ada di alam."
"Banne gunna kodu ngaer tana sopaja nemmo pakan se ekaelang ros terrosan,tape kodu ngolok lamban, kodu ngolok ban keban se laen sopaja dhateng, ngabari raddinna aba'na ban majar dhari seddha'na mesemma.","Bukan hanya harus menggaruk tanah supaya menemukan pakan yang hilang terus-terusan, tapi harus memanggil rumah, harus memanggil dengan hewan-hewan yang lain supaya datang, mengabari keberadaan dia dan membayar dari manis senyuman."
Mon neng sèmo jârèya bâḍâ sè nganot aghâma laèn salaèn,Kalau di pertemuan itu ada yang menganut agama lain selain
"Kalaban narema dha' kabadha'an aba'na, cocco' paggun akongko'.","Dengan menerima terhadap keadaan dirinya, paruh tetap berkokok."
Panda!,Panda!
Malem tamba kacep,Malam tambah hening.
Pon tennang odhi'na.,Sudah tenang hidupnya.
Ampo onggu mon dha' kalakowan.,Berani sekali kalau pada pekerjaan.
naghi otang,menagih hutang
Wajib ngèba ráng- bbáráng sèkep.,"""Wajib membawa barang-barang tajam."""
Lalake'ganeko pon maso'ka alas kene'.,Laki-laki itu sudah masuk ke hutan kecil.
Gampen dhari bato,Gamping dari batu.
ana'na sè bungso malemma pèngrèpè,anaknya yang bungsu tadi malam sakit panas demam
Tembhâng sè aghânḍhu’ kakanthèn èngghi panèka ,Tembang yang mengandung kakanthèn yaitu
Polana kala ka partai sè bâdâ neng Madhurâ.,Karena kalah dari partai yang ada di Madura.
"Lalake' ganeko dhapa' ka penggir songay, entar ka Suban se ajaga messin konorra polana pon dhukale mate.","Laki-laki itu sampai ke pinggir sungai, pergi ke Suban yang menjaga mesin airnya karena sudah dua kali mati."
Padha nyare atosan keya!,Sama-sama mencari seratusan juga!
Padha nekkem janji se atemmowa pole dhaggi' malem e dalemma Pa' Tenggi,Sama-sama memegang janji untuk bertemu lagi nanti malam di rumahnya Pak Kepala Desa.
"Juko' e gadhiya kennyang pon, ta' endha' ka caceng, kennyang kalaban kakanan se elanyo' dhari jauburan garowa","Ikan di sana sudah kenyang, tidak mau cacing, kenyang karena makanan yang mengalir dari tempat pembuangan kotoran itu."
"Arèya mon èpenneng rosterros neng dinna', pas ngakan cellot rèng sabumè rèya.","""Kalau dibiarkan terus di sini, nanti makan celot orang se-dunia ini."""
Dhinèng sè ḍâpa’a osa aḍântos alân-bulân.,Sedangkan yang mau sampai harus menunggu berbulan-bulan.
Apa bhȃi sè èlakonè bȃ’na mon èntar ka perpustaka’an?,Apa saja yang kamu lakukan saat pergi ke perpustakaan?
Èntara ka sèkemma.,Pergi ke mana.
Dhuwa' ajam ganeko pon padha lehla.,Kedua ayam itu sudah sama-sama lelah.
Carana abirji’ keccap è ḍâlem oca’ otabâ okara,Cara pecah suku kata di dalam kata atau kalimat.
Dhinèng bâgiyân-bâgiyân ghâpanèka bâḍâ sè katèngal tor bâḍâ jhughân sè ta’ katèngal.,Sedangkan bagian-bagian itu ada yang kelihatan dan ada juga yang tidak kelihatan.
Apa nga'areya jalanna tang kaodhi'an abareng Ka' Sudahnan,Apa seperti ini jalannya kehidupanku bersama Kak Sudahnun.
ngemmèt mantan,melangsungkan resepsi perkawinan di malam hari
Kalakowan apa è ko-bengko sè ta’ tamaso’ ḍȃ’ olahraga?,Kegiatan apa di rumah yang tidak termasuk olahraga?
orèng lata,orang yang latah
Oca’ panyalè panèka jhughân anḍi’ rè-cèrè/ḍhâ-tanḍhâ.,Kata cacian ini juga punya ciri-ciri/tanda-tanda.
jhâ' ro-makalèro,jangan berpura-pura keliru
korongnga mano',sangkar burung
Ban areya se bakal nyampenge otaba mimpin ba'na menangka lakena,Dan ini yang akan mendampingi atau memimpin kamu sebagai suamimu.
ollè persènan,mendapatkan persenan
Kennengngan sèksa'enna rèya sènga' samacem penjara.,Tempat siksaannya ini seperti semacam penjara.
Sakola’an sè ètojjhu,Sekolahan yang dituju
Sampè' rèng kaduwâ jiyâangalakonè sènga' rèng alakè binè neng kamarra Maya.,Sampai kedua orang itu melakukan seperti orang bersuami istri di kamarnya Maya.
Bannya' lanceng-lanceng se gunna bisa ngalodhu'eber.,Banyak laki-laki yang hanya bisa menelan ludah.
ḍârâna kalowar alèllè pas kerrèng abâk kecceng,darahnya keluar meleleh lalu kering agak kental
Lèngè panèka èghuna’aghi ka’angghuy mamonyè è .,lenge itu digunakan untuk menghasilkan bunyi è
Berta kodhu ghenna’,Berita harus lengkap
bhârâng sè ella rosak buwâng bhâ,barang yang sudah rusak dibuang
poro sè ta' râs-bârâs dhuli salebbhi,borok yang tidak kunjung sembuh-sembuh cepat di olesi salep
sakè' coro',sakit telinga bernanah yang berbau tidak sedap
"Bâ’na la abit sè tèḍung, Mara satèya jhâghâ! ca’na Bulân","Kamu sudah lama tidur, ayo sekarang bangun! kata Bulan."
Marè nyaddrika Salwa amit ka èbhuna terro ḍung-tèḍungnganna.,setelah menyetrika salwa pamit ke kebun untuk tiduran
pan-bârâmpan kalè,beberapa kali
"Manabi ca’èpon Pa’ Rahmad sè aḍhâsar ḍâ’ elmo pangataowan, mata’arè ghârâ’â sabâb sonarra mata’arè ka’andengngan sareng jâng-bâjânganna bulân kantos sonarra mata’arè ta’ terbhâs ka bhumè. ","Apabila katanya Pak Rahmad yang berdasar kepada ilmu pengetahuan,matahari gerhana sebab sinarnya matahari terhalangi oleh bayang-bayangnya bulan sampai sinarnya matahari tidak tembus ke bumi. "
Sè tamaso’ oca’ bhârâng iyâ arèya,Yang termasuk kata benda yaitu?
"Mon segghut èsèram, tombuna jhenno.","kalau sering disiram, tumbuhnya jhenno"
Gi' laggu ganeko kacong apangrasa kaelangan para-na.,Masih pagi itu anak merasa kehilangan sekali.
Sè bâdâ artèna rèya ghun sèttong.,Yang ada artinya ini hanya satu.
Oreng kampongnga ce' leburra aotang,Orang kampungnya sangat suka berutang.
Aèssè pan-saponapan bâbulângan sè kèngèng èpetthèk ḍâri carèta sè ampon kalampan.,Berisi beberapa hikmah yang boleh dipetik dari cerita yang sudah berjalan.
Ramana Ali dhâddhi ?,Ayahnya Ali jadi?
"Abaliya ka kompor minnya' sateya la rangrang oreng andhi', minnya'na larang","Kembali ke kompor minyak sekarang sudah jarang orang punya, minyaknya mahal."
Muna langsong entar ka kamarra.,Muna langsung pergi ke kamarnya.
sakè' bâto',sakit batuk
mon acaca bi' orèng towa dhuli nyambhit,bila ditanyai oleh orang tua cepat menyahut
Pas ana'na esorowa nanggung otangnga.,Lalu anaknya disuruh menanggung hutangnya.
ghi' bhuru sèngko' ngatèla' moseng buru ḍâ' bhut-ombhut,tadi saya melihat musang lari ke semak belukar
Alas ghâpanèka èbhâbhâd sareng Brontosèno kadhibi’ân nyopprè kèngèng èyengghunnè sareng tan-tarètanna Panḍhâbâ.,Hutan itu dibabat oleh Brontoseno sendirian supaya boleh ditempati oleh saudara-saudaranya Pandawa.
Ekala' dalubang se ngatang e lencak,Diambil kertas yang tergeletak di balai-balai.
"Aba'na apekker, dha' emma se nalpe' kole' jagung garowa.","Dia berpikir, di mana yang menempel kulit jagung itu."
tengngana rampèng,pinggangnya ramping
Apa papaḍȃnna èlmo?,Apa persamaan dari ilmu?
Apa èssèna okara pamokka’ ḍȃlem pidato?,Apa isinya kalimat pembuka dalam pidato?
biyasana cè' nakalla tapè satèya lemmakalem,biasanya sangat nakal tapi sekarang pura-pura kalem
Apa pakakassa orèng atanè sè segghut èkèbȃ ka sabȃ?,Apa peralatan petani yang sering dibawa ke sawah?
ghrighi' entè',jari kelingking
Banne ta' eman se adina'a Madura,Bukan tidak sayang untuk meninggalkan Madura.
Radèn Segara andi' tarètan sapopo sè anyama Raden Wijayd.,Raden Segara punya saudara sepupu yang bernama Raden Wijaya.
Alako apa bhȃi è ko-bengko sè maso’ olahraga?,Kegiatan apa saja di rumah yang termasuk olahraga?
"Etemmo seyang, etemmo malem.","Bertemu siang, bertemu malam."
Rama bân Èbhuna Sulima cè’ bhungana,Ayah dan Ibunya Sulima sangat gembira.
ngobu sapè,memelihara sapi
tampar dhelinget,tali yang dibuat dari bahan daun palem atau kulit tangkai palem
Ajâm ghi’ bhuru anḍi’na tatangghâna,Ayam barusan itu miliknya tetangganya.
Parse areya etamenna abareng ban pamangkadda ba'na,Pepaya ini akan ditanam bersamaan dengan keberangkatan kamu.
"Eppa'na cebbing nyare kaos, epasang.","Ayahnya si bungsu mencari kaos, dipasang."
ollè reppot,mendapatkan rapor
"Renjing nga berra' salaja, polana badha berrassa dhugantang. ","Keranjangnya seperti berat sebelah, karena ada berasnya dua gantang."
"Polana ombâ' jârajâ, ètambâaros, ojhân bi' kèlappa.","Karena ombak besar sekali, ditambah arus, hujan dan kilatnya."
Engko' bhâjâng sobbhu kadhibi Lè'.,Aku salat subuh sendiri Dik.
Dâri konco'en Bhângkalan sampè' konco'en Sumennep engko'andi' kanca.,Dari ujungnya Bangkalan sampai ujungnya Sumenep aku punya teman.
Surososatèya dhâddhi Ebbos.,Suroso sekarang menjadi Bos.
Apa maksoddhȃ aghuttha?,Apa maksudnya aghuttha?
Contona orèng sè ata-mènta nèbânnè ka kobhurân.,Contohnya orang yang meminta-minta yang aneh-aneh ke kuburan.
nyello' aèng,menciduk air
Jusop ta' bisa lako pa-apa polè.,Jusop tidak bisa berbuat apa-apa lagi.
ta' abareyagan. ,Tidak bersama-sama.
Langngè’ bȃrna mèra,Langit berwarna merah
Bȃca puisi è bȃbȃ rèya! Borobudur,Bacalah puisi di bawah ini!
"Badha se rerengen, ta' laten, polana badhase paleng jau.","Ada yang merengut, tidak kuat, karena ada yang paling jauh."
Sanonto ngesse'e bensin.,sembari mengisi bensin.
"Engko'neng so rèng towa,terros satèya.","Aku tinggal dengan orang tua, terus sekarang."
"Manabi tèra’ bulân, tanèyanna Reza èkennengngè na’-kana’ amaèn.","Apabila terang bulan, halamannya Reza ditempati anak-anak bermain."
Nolongè eppa’ bȃn embu’ parèngkes pakakas sè ècapo’ bȃnjir.,Membantu ayah dan ibu menyelamatkan peralatan yang terendam banjir.
dhujân aotang,suka berhutang
Markoya temmo ènga'ka cacana Mona sè ngamok neng jhâlân.,Markoya tiba-tiba ingat pada ucapan Mona yang mengamuk di jalan.
Aghȃjȃ’ ana’ so embu’.,Mengadu anak dengan ibu.
bhâṭangnga tèkos è pèngghir jhâlân èkrobghudhi lala',bangkai tikus dipinggir jalan itu dikerubuti lalat
Ana'na se sateya mondhuk gi' kellas tello' aliya,Anaknya yang sekarang mondok masih kelas tiga aliyah.
"Mon lekkas eabi', kodu lekkas pole se melleya.","Kalau cepat habis, harus cepat lagi yang membeli."
"Tadha' taretan, tadha' reng towa ban tadha' mattowa","Tidak ada saudara, tidak ada orang tua dan tidak ada mertua."
Sabbhân arè Andre bân Rina nolongè,Setiap hari Andre dan Rina menolong
jhâ' ro-arowan,jangan tegur-teguran
ngoker kopèng,membersihkan lubang kuping dengan alat penggelitik
Laggbu' maso'alako yá.,"""Besok mulai kerja ya."""
jâwâbhânna sarobâ hi' jâwâbhânna rama,jawabannya serupa dengan jawaban ayah
"Sababba, reng-oreng se ato-banto tadha' se aserrowa panas sakale","Sebabnya, orang-orang yang tolong-menolong tidak ada yang mengeluh kepanasan sama sekali."
Bâkto jiyâ Ninja rèya ngèller Kèyaè-kèyaè.,Waktu itu Ninja ini mengincar kiai-kiai.
"Gatel gallu', ekabbiyagi mon gi' ngodha.","Gatal-gatal, dipakai kalau masih muda."
Ariel bân andre amaèn lajângan è?,Ariel dan Andre bermain layangan di?
Malem sajan kacep ban seppe,Malam semakin hening dan sepi.
Ja' senga sampeyan ta mangkat entar ka tetenggun.,Awas jangan sampai kamu tidak berangkat pergi ke tempat tunggu.
seppur balas,kereta api dengan gandengan gerbong-gerbong
"Pangkor, oca’ pangkor aghânḍhu’ artèna bunto’.","Pangkur, kata pangkur mengandung artinya belakang."
"Kadhiponapa manabi notobhân ajhâr carana abhâḍhi, Bhu?","jadi bagaimana kalau liburan belajar cara membuatnya, Bu?"
"Tama'in mangkat ka romana Mat Burnè,nojjhuaghi ngènjhâm sargâjhi messènan bi' mènta tolong ka Mat Burnè.","Tama'in berangkat ke rumahnya Mat Burne, menujukan meminjam gergaji mesin dan meminta tolong pada Mat Burne."
Tembhȃng Èn-Maènan,daripada bermain-main
"Olle pon, Pa'?","Dapat, Pak?"
jhita khembhâng,kain cita yang bergambar bunga-bunga
Terro dhâddhiyâ Malaèkat Izrail.,Ingin menjadi Malaikat Izrail.
namen tenggâng,menanam singkong
"Padhana se ekangen-angen Pa' Tenggi sabellunna, ta' ceccer magarsarena, acara se emolae mare isa' la pongkas","Seperti yang diharapkan Pak Kepala Desa sebelumnya, tidak ketinggalan masyarakatnya, acara yang dimulai setelah isya telah selesai."
"Roma sajân bânnya', acek-kreccek.","Rumah semakin banyak, berdekatan."
Naden ta' andi' cara polè.,Naden sudah tidak punya cara lagi.
jhârân pejhikaran,pedati yang ditarik kuda
Asal ollèna rajâ.,Asalnya hasilnya besar.
Sè nolongè nokol polana kabânnya'an bânnè Kèyaè.,Yang membantu memukul karena kebanyakan bukan Kiai.
"Ratona kalèng ngoca’ ka panjuridḍhâ heee… tang panjurit kabbhi, manossa sè ngala’a buḍu’na mano’ jârèya kèkkè’ sakojhurrâ bhâḍhânna ma’ lè burung sè ngala’a.","Rajanya semut berkata ke prajuritnya heee… prajuritku semua, manusia yang akan mengambil telurnya burung itu gigit sekujur badannya agar tidak jadi yang mengambilnya."
Sakanca’an ta’ ollè Atokaran,Sesama teman tidak boleh Bertengkar
Maske ta' ngenneng pas ta' tedhunga salencak bariya,Meskipun haid lalu tidak tidur sebalai-balai begitu.
Jhâgung ètamen è ?,Jagung ditanam di
mosna sèrna è ngen-angen bulâ,musnah sirna dipikiranku
Amaèn rèng binè' dhâddhi sala sèttong sè palèng èkasennengngè.,Bermain perempuan menjadi salah satu yang paling disenangi.
mata arè,matahari
Brontosèno kala è ḍâlem paperrangan sareng jhin Alas Ngamarto.,Brontoseno kalah di dalam peperangan dengan jin Alas Ngamarta.
orèng emmès rowa akalambhiân bing-salbing,pengemis itu berpakaian sobek-sobek
Ondem sè ghellâ' petteng dhâddhi tèra' bhinar.,Mendung yang tadi gelap menjadi terang benderang.
"Angguy, ngangguy angguy laju keng patot","Pakaian, memakai pakaian lama tapi pantas."
"Buh dika, nemmo bai.","Duh kamu, bisa saja."
"Adha' gi', Cong","Belum masih, Nak."
Neng kennengngen-na Ninja jiyâ atompo' bi' along-polong.,Di tempatnya Ninja ini berkumpul.
Ca'na sala settong oreng se ampon badha e attas kapal,Kata salah seorang yang sudah ada di atas kapal.
sanga bellâs,sembilan belas
Ajalan areng-ngereng lebat jalan teggalan,Berjalan beriringan lewat jalan tegalan.
tokang sapo,tukang sapu
"Manabi ter-ater panèka arangkè’ è aḍâ’na oca’ opamana èkotep, makeddhâ’, patabâr, sareng salaènna.","Jika awalan maka dirangkai di depan kata contohnya dikutip, makeddha, menawarkan, dan lainnya."
mèra towa,merah tua
jhâm tèmbo',jam dinding
bulu alès,bulu alis
Kalèbunna ta' toron sakalè.,Kepala Desa tidak turun sama sekali.
bâḍâ sè ontong bâḍâ sè rogi,ada yang untung ada yang rugi
"Ka' Sat, panjennengan badha e ka'dhimma, Ka","Kak Sat, Anda ada di mana, Kak."
bâuna èkèḍing ḍâ' kanna',baunya tercium sampai sini
toroy potè,pohon turi yang bunganya berwarna putih
ghighina bhukkèk,giginya cuil
ḍâgghi' ghâllu,nanti dulu
sè maa kebâsa,yang maha kuasa
Ngèḍing oca’na Iyan bâriyâ Aè’ meddhet sambi mandheng ka Iyan.,Mendengar katanya Iyan begitu Aè’ cemberut sambil memandang ke Iyan.
ta' kaseyom bauna keban se lako ngakan wa'-buwa'an tengnga malem. ,Tidak tercium baunya hewan yang tadi makan buah-buahan di tengah malam.
tang soko èkennèng sosor bhânyak,kakiku terkena sosoran angsa
"Enggi, ca'na.","Iya, katanya."
Mèlana lalongèt maso’ ḍâ’ sala sèttong bâgiyân sastra Madhurâ.,Makanya lalongèt masuk ke salah satu bagian sastra Madura.
Nyampang dhisa Pasèsèr.,Menyeberang desa Pesisir.
"Kadhȃddhiyȃn kabulȃ sè atokar pas paḍȃ mate kabbhi, pas ècathet sopajȃ èkaènga’è.",Kematian kedua abdi yang bertarung kemudian sama kemudian dicatat supaya teringat.
"Dbuli Ma'Kaè sè neng dbuk-pondbuk èrrep, satèya Ninja bádápolè.","""Dulu Kiai di dapur-dapur diserang, sekarang Ninja ada lagi."""
