Madura,Indonesia
ajalan areng-ngereng lebat jalan teggalan,berjalan beriringan lewat jalan tegalan
lara lapa,banyak mengidap berbagai penyakit
pekkeranna aenter,pikirannya beralih
juwâbâ sè lèmbhâ' jè' sè tènggi,jawablah dengan lembut jangan yang lantang
amaèn neng kamarra,bermain di kamarnya
bâu akancaan so bâ'na,bosan berteman denganmu
korang sabbhâr,kurang sabar
maha moljâ,maha mulia
yâ arèya aganggu ka manossa,ya yaitu mengganggu manusia
bâkto pokol 0500 ali nèngghu buku sè èkèbâ’â ka sakola’an,waktu pukul 0500 ali memeriksa buku yang akan dibawa ke sekolahan
emba songkan padhâ’ârân kodhu è bhâkta ka ,nenek sakit perut harus dibawa ke
oreng sakampong apeggellan polana molane bilan tadha' bau abatthowangan o-tao temmo badha bau pakker se asomber dhari reng manca jareya,orang sekampung merasa jengkel karena mulai dari dulu tidak ada bau tidak sedap tahu-tahu ada bau gak sedap yang berasal dari orang asing itu
robbhu pas ta' ènga' pa-apa,roboh lalu tidak ingat apa-apa
mirah bi' sè laèn langsong entar ka jeddèng,mirah dan yang lain langsung pergi ke kamar mandi
taḍâ' sèttongnga sè bisa abhânto,tidak ada satupun yang bisa membantu
akaḍeng rowa,seperti itu
buh empon mon ollena teker ta' olle sasirudan se cap tampar balekkadan napepole ekabelliya secap gudang,duh sudah kalau dapatnya teker tidak dapat satu sedotan pun cap tali sama sekali apalagi dibelikan yang cap gudang
mosona matè kennèng coco kerrès,musuhnya mati terkena tusukan keris
mon bȃ’na maca è perpustaka’an sè palèng è kasennengè maca buku apa,jika kamu membaca di perpustakaan buku apa yang paling kamu suka baca
bângalan macan,pemberani
cothot cothot aghâttong la hore hore,putus putus putuslah hore hore
kaka’ sakè’ tabu’,kakakku sakit perut
padha terrona se mapotonga ca'-oca'an garigi'na se paleng kene',sama-sama ingin memotong kuku-kuku jari yang paling kecil
marghâ ḍâri,sebab dari
kalaban ngakan nase' jagung juko' kope' kerreng gangan maronggi tor laenna,dengan makan nasi jagung ikan kopek kering sayur kelor dan lainnya
bila tedhung ngok-serngogan,bila tidur tersengal-sengal
jhâmo cellep,jamu dingin
toko klambhi,toko pakaian
robana ngodha gi'an,wajahnya masih muda
kancana gella'ngoca'keya padhana aeng songaybiyasaatangpolana ta' asandhing kalaban ondhem polana ta' abates kalaban langnge'se aropa'agi batessa tase' ,temannya itu mengatakan juga sama seperti air sungai biasa tenang karena tidak bersanding dengan awan karena tidak berbatas dengan langit yang merupakan batas laut
bila la bato se pa'-empa' jareya esaba' pas abangon lobang se bannya'na pa'-empa' keya,bila sudah batu yang empat itu ditaruh lalu dibangun lubang yang banyaknya empat juga
aksara ghȃjȃng asalla ḍȃri jhȃbȃ,aksara hanacaraka berasal dari jawa
pola badha juko' se terro arassa'ana caceng se neng-enneng ganeko,mungkin ada ikan yang ingin merasakan cacing yang diam itu
bhâsa èngghi bhuntenna oca’ amèmpè èngghi panèka ,bahasa engghi enten kata bermimpi adalah
ghruwâ ro,itu lho
pacatoran tamoy se akakandha etancek bingong antara terros apa epaambuwa,pengaduan tamu yang berbicara dicegat kebingungan antara diteruskan atau dihentikan
kaceba badha,sakit ada
 kemma dul kemma,mana dul mana
ngoca'suroso bâkto bâdâ neng romana binèna,ucap suroso waktu ada di rumah istrinya
ènom ghubhina,minum kopinya
aba'na akaton posang e tera'na,dia kelihatan bingung di terangnya
cong nangka egiba ka dalemma pa' tenggi eater brudin sahwi ban satnan,cong nangka dibawa ke rumahnya pak kepala desa diantar brudin sahwi dan satnan
èbhânèè cacèng,diumpani cacing
kabin se kadi gapaneka apanggibat ka jalan odhi'na ala-bala se korang samporna,pernikahan yang seperti itu berakibat pada jalan hidupnya berumah tangga yang kurang sempurna
yâ maju sèngko’ ngala’a toḍi’ ghâllu,ya ayo aku mengambil pisau dulu
sènga' rèng marè acarok,seperti orang selesai carok
ta' kaqhik èberri',tidak kunjung diberi
sènga'pondhughânna rèng bèncong,seperti pondoknya orang banci
aèng jherruk pecel,air jeruk pecel
namong manabi ghâlimpo’na ca’ oca’ panèka langkong jhârna’ ponapa maksoddhâ,namun jika kumpulan kata-kata itu lebih jelas apa maksudnya
para’ malemma otabȃ para’,hampir malamnya atau hampir
ta' apasa,tidak berpuasa
ghâbây èngghi’ rajâ,milik kakek besar
ta' abit marèna jiyâ tentara blândhâ jhinarak kabbhi,tidak lama setelahnya itu tentara belanda tewas semua
tana sabhrâng,tanah seberang
neka' tore eberri'a ca-oca'an dhubigi malle akella sabbrang keya,sini saya beri potongan dua biar merasakan seberang juga
soto bhâbhât,soto babat
koca'en dokterra tang emma' andi' panyakèt kencèng manès,kata dokternya ibuku punya penyakit kencing manis
marè sakabbhina,selesai semuanya
cengngar tor asrè,segar dan asri
karana dika sanonto ta' ngenneng dinggal ta' usa nolonge nyorong,karena kamu sekarang haid sudahlah tidak usah menolong mendorong
yâ dâ'râmma'a polè mon la ghi' korang,ya bagaimana lagi kalau sudah masih kurang
jè' nèko' sèsa,jangan ambil sisa
kalakoanna coma tèḍung malolo,kerjaannya cuma tidur melulu
bila samangken gem-madilgem,kalau sekarang tidak jelas
ta’ bâdâ sè palèng,tidak ada yang paling
jhârbâ’aghi ca’-oca’ kèyasan neng pakon 3,jelaskan kata-kata kiasan di dalam tugas 3
bâkto sè èsaḍiyâ’âghi èghârâssa ampon cokop,waktu yang disediakan saya rasa sudah cukup
nyembhelli embè',menyembelih kambing
reng-oreng padha manjeng abaris,orang-orang sama-sama berdiri berbaris
bi-lebbi mon teppa’ arè ahad,apalagi kalau hari minggu
para' massa'a,hampir masak
sanonto bula kodu gasek ka polo polana bannya' disa se kodu epasange canggana listrik,saat ini saya harus segera ke pulau karena banyak desa yang harus dipasang tiang listrik
manabi sè èsambhât pangangghuy panyèghek èngghi panèka bhisat lajâr sareng cekcek,jika yang disebut pangangghuy panyèghek adalah bhisat lajâr dan cekcek
kana' rowa mon tègung malekker akaḍeng olar,anak itu kalau tidur melingkar seperti ular
tanè buja ajhâlân bi' tanè èn-laènna,tani garam berjalan dengan tani lain-lainnya
ma' bisa kodu bariya tayya,kok bisa harus begitu ya
jarot langsong ngallè ka kennengngan laènna,jarot langsung pindah ke tempat lainnya
aèng somor,air sumur
sowarana perrat amarghà bânnya' ghâllu atowat,suaranya menjadi parau karena terlalu banyak berteriak
binena ajaga sambi nelpon ana'na se edina ka mattowana,istrinya berjaga sambil menelepon anaknya yang ada di rumah mertuanya
kacang armos,kacang renyah
nèngghu tatèngghuân,melihat tontonan
tape oreng ganeko nyonson sabban malem salasa ban malem juma'at,tapi orang itu menyucikan setiap malam selasa dan malam jumat
engko' ta'ngangghep jiyâ masala,aku tidak menganggap itu masalah
otabâ ghâbây amaèn bi' suroso ma'lè suroso tadâ' rassa marèngès ka maya,atau untuk bermain dengan suroso agar suroso tidak ada rasa meringis pada maya
ngangghuy sarong abâr-sambâr,memakai sarung terseret-seret
se super,yang super
mèlana ngèrèng maos patètè,makanya mari membaca dengan teliti 
binena pon malekko'kalaban salemodda,istrinya sudah melingkar dengan selimutnya
èyatorè jâwâb pètanya- pètanya è bâbâ ka’ḍinto kalabân pèlèyan sè palèng lerres,silakan jawab pertanyaan di bawah ini dengan pilihan yang paling tepat
sèngko' ngèḍing bâuna bhâṭangnga tèkos,saya menciumi bau bangkai tikus
polana tadâ' dhâmarra,karena tidak ada lampunya
ta' lèbur,tidak suka
pandhighâna yap-sèyap mellè ngo-sango kabbhi,nelayannya siap-siap membeli bekal semua
para' ḍâtengnga,sebentar lagi akan datang
o bâriyâ,oh begitu
daddi pera' polana kerrong ajunan pas noles,jadi hanya karena rindu anda lalu menulis
atatamen mabânnya’ hasèl bhumèna,bercocok tanam memperbanyak hasil buminya
ba enggi enten,ba iya nggak
oca’ sè aghânḍhu’ panyalèyanna angghuta bhâdhân èngghi panèka ,kata yang mengandung caciannya anggota badan yaitu
orèng masakat,orang miskin
èyatorè tembhângaghilaghuwaghi tembhâng pucung è attas ghântèyan sakanca’an,silakan tembangkanlagukan tembang pucung di atas gantian bersama teman
kabbi oreng padha perak mon omba' ta' agulung,semua orang sama-sama senang kalau ombak tidak bergulung
ѐ ḍâlem tokèlan kanḍhâ è attas sè èpakon patè’è sareng èbhu èngghi panèka,dalam cuplikan percakapan di atas yang diperintahkan mematikan lampu adalah
sè ka tako' bânnè ka dragulana,yang ditakuti bukan pada dragulanya
manabi lastarè èsèksèk pas èpakadhiponapa’a bhu,kalau selesai dipotong lalu bagaimanabu
sèngko’ satèya posang mèlana sèngko’ ngèḍing kabhâr jhâ’ para panḍhâbâ rèya ghi’ oḍi’,ayo paman sengkuni bagaimana menurut pendapatnya anda
iyâ bhâruwâng lakar amacem bâḍâ bhâruwâng maddhu bâḍâ bhâruwâng sè kakanna asarè è aèng sabâb bhâruwâng bhuru dhujân ka jhuko’,iya beruang memang bermacam-macam ada beruang madu ada beruang yang makannya mencari di air sebab beruang baru suka ke ikan
tana se ekale olle sapamanjengan,tanah yang digali dapat setinggi orang
bidȃdȃri ḍȃri kayangan,bidadari dari kayangan
sabbhân arè pak raji mangkat ngajhâr,setiap hari pak raji berangkat mengajar
nyare laen tang sape jareya ta' noro' andhi,cari yang lain sapiku itu bukan milikku
puisi kodhu bȃḍȃ nyamana otabȃ bhul-ombhullȃ,puisi harus punya nama atau judul
salaènna jȃrèya madhura soghi ḍȃri kasennèyanna,selain itu madura kaya akan keseniannya
lakena se gi' ngambang e tengnga tase,suaminya yang masih mengambang di tengah laut
tajhinna èklonyot,buburnya ditelan
atika èpadhâddhi katowa,atika dijadikan ketua
bula ecepta daddi manossa arantep padhana adam ban hawa,aku dicipta menjadi manusia selaras seperti adam dan hawa
dâpa' ka pasar,tiba di pasar
atèmpo kata',duduk bersimpuh seperti katak
jhâ' ghâmpang mastèaghi,jangan mudah memastikan
sèngko’ lèbur dhuli,saya suka lebih awal
ma' pas merrè ḍâ' sèngko',mengapa terkena kepada saya
aghârâp èssè kodhu tao d͎ â’ tojjhuwân pidato saellana lajhu aghârâp bhâb èssè sè sosonanna aghuna’aghi bhâsa sè kèrana sè ngèḍingaghiyâ bisa paham ka ma’nana,menggarap isi harus tahu kepada tujuan pidato setelahnya lalu menggarap tentang isi yang susunannya menggunakan bahasa yang kiranya yang mendengarkannya bisa paham ke maknanya
ongghâ ḍâ' ka'-bhungkaan,naik ke pepohonan
embana matèsabellun dragula jiyâ dâteng,neneknya mati sebelum dragula itu datang
hadis sohèh,hadist sahib
sebbhuttaghi sè tamaso’ oca’ saroja neng okara a kantos d è attas,sebutkan yang termasuk kata saroja di dalam kalimat a sampai d di atas
patang jenggeng,salang jenggeng
eangko' bang-sebang,diangkut masing-masing
kadhang ekala' gampang pandha'na cong nangka,kadang diambil gampang pendeknya cong nangka
pokol bârâmpa,jam berapa
mara mole malem la,ayo pulang sudah malam
eppa'na cebbing nyoba'ngaju' pan-barampan bungka,ayahnya si bungsu mencoba mencangkul beberapa pangkal
bâdâ polè sè pegghel polana ta' èbâghi mancèng neng seddhi'en paraona santos,ada lagi yang marah karena tidak boleh memancing di dekat perahu santos
eppa’ abhersèyan kanḍhȃng,bapak membersihkan kandang
bâng-sèbângnga ghâlimpo’ nètènè carètana bâkkèl ḍâri ghâlimpo’ laènna,masing-masing kelompok mengamati ceritanya wakil dari kelompok lainnya
è ḍimma langngè’ abȃrna mèra,di mana langit berwarna merah
odhi' cokop gan ngakan,hidup cukup sampai makan
ponapa eppa' lèbur,apakah ayah suka
maske gi' mella' tape sarini la katondhu,meskipun masih terjaga tapi sarini sudah mengantuk
aba'na gunna nyomet roko' aroko' e attas sampan ngoylangngoyan jag-gujagan,dia hanya menyalakan rokok merokok di atas sampan mengayun-ayunkan pikiran
odhi' kadhuwa pon rang-korang tor sang-tasangsang aneka pas atamba'a ana',hidup berdua sudah kekurangang dan tersangkut-sangkut ini lalu bertambah anak
bapa' kebâllun,bapak tiri
sèngko’ ampon dhebbhâs,saya sudah dewasa
tembhâng tamaso’ ḍâ’ bujuddhâ sastra ,tembang termasuk ke wujudnya sastra
ollè persènan,mendapatkan persenan
toron sakola,pulang sekolah
paleng lema kale ebang pon eabi ,paling lima kali diangkat sudah selesai
tang alè' ajâwâb,adikku menjawab
anaong maske panas ta' kose nyengnga,berteduh meskipun panas tidak terlalu menyengat
pan om èpangejjhit bi' landâur sè malanjhâng,pan om dikejutkan oleh landâur yang memanjang
arena se ondhung la kare sacengkang,matahari yang condong sudah sisa sejengkal
ghulâ jhâbâ,gula jawa
emma' jâwâb dâteng dâri lèstoran èntar ngakan,ibu menjawab datang dari restoran pergi makan
sènyama dâdâènga' ebbal folli,yang namanya dada seperti bola voli
buh mon laju akare ramo'na pas tadha' se atamenna bungka'an pole ya ta' kera badha bungka'an pole dhalem pan-barampan taon,huh kalau sudah tinggal batangnya terus tidak ada yang menanam pohon lagi ya tidak akan ada pohon lagi dalam beberapa tahun
bila bannya' dagingnga pajat lebbi larang argana,kalau banyak dagingnya memang lebih mahal harganya
sèngko’ bâlâjâr ngargai,saya belajar menghargai
mon paraddu enggi addha,kalau tengah-tengah ya sudah
sakè' bâto',sakit batuk
lampo ghântong,lampu gantung
lèbunna nyarowan,sarang lebah
parao rèya ta' ghellem nyapo' sakalè,perahu ini tidak mau menyauk sekali pun
sèngko' ampon nengale,saya sudah melihat
bân polè rèng towa rèya lakar la ta'èkaraddhu bi'ana'enkabânnya'an rèng towa rèya ta' èrabât polana bânnya'nyossaè ka kaodi'enna ana' potona,dan lagi orang tua ini memang sudah tidak dihiraukan oleh anaknya kebanyakan orang tua ini tidak dirawat karena banyak menyusahkan kehidupan anak cucunya
rèkèn daddhi ‘roma’,hitungan menjadi ‘rumah’
kacong ganeko takerjat polana labang korongnga mano'na pon rosak,anak itu terkejut karena pintu sangkarnya sudah rusak
banne eobbar neng e kampowan,bukan dibakar di perapian
maso' naraka,masuk neraka
se posang polana ta' tennang,yang bingung karena tidak tenang
tanangnga ṭer-koṭerran,tangannya kutung
aè’ lajhu berka’ èntar ḍâ’ sèttong kennengngan dhinèng iyan aorak nyoro aè’ abhâreng,aè’ lalu lari pergi ke satu tempat sedangkan iyan berteriak menyuruh aè’ bersama
ѐ bâbâ panèka contona bâca’an aḍhâ kanḍâ otabâ bâca’an aḍon janḍon,di bawah ini adalah contoh bacaan obrolan atau bacaan dialog
muna pagghun nangès neng budiyân,muna tetap menangis di belakang
binena ta' ekabareng,istrinya tidak diajak
ramana ali dhâddhi ,ayahnya ali jadi
sabâ aloran,sawah gambut
tang emma' segghut ngoca' dâyyâ,ibuku sering berkata begitu
kebiyasaan adhât kona,kebiasaan adat kuno
engko' dhaddbiya rosul,aku menjadi rasul
pangèran bâtopotè jhughân sèdhâ è ḍâlem paperrangan,pangeran batopoté juga gugur dalam peperangan
buwâ è kopèdi bhungkana è kangèyan,buah di kopedi batangnya di kangean
sakabbhinna molèka romana bâng-sèbâng nantos kabhar dâri kalèbunna lagghu'jhâ'dâ'râmma'a,mereka pulang ke rumah masing-masing menunggu kabar dari kepala desa tentang hasilnya besok
ca’èpon orèng madhurâ èsambhât mamaca dhinèng neng jhâbâ èsambhât macopat,katanya orang madura disebut mamaca sedangkan di jawa disebut macopat
lamba' pajat oreng ca'na ta' ebagi ka tase',dulu memang orang katanya tidak diperbolehkan ke laut
seppet atompang mardha pon badha epaddu morlao',sempit bertumpuk biasa sudah ada di pasangan selatan timur
ḍhâlâng bâjâng,dalang wayang
nyomsom ka tolang,menyumsum sampai ke tulang sumsum
amata ènten,bermatakan intan
èca-cacca neng kennengnganna,dicacah di tempatnya
berta kodhu lèbur tor aghânḍhu’ kaghuna’an,berita harus menarik dan mengandung kegunaan
ampon sobung,sudah habis
ghun karo jârèya,hanya cuma itu
negghu' labâng dâyyâ pas amokka'a ta'bisa,memegang pintu itu lalu membukanya tidak bisa
coma aèng mata sè bisa atarat neng matana,hanya air mata yang bisa tersisa di matanya
embu'en ta' ajâwâb apa,neneknya tidak menjawab apa-apa
daddina omba'na bangtabangan ,jadinya ombaknya berhamburan
ta’ abit bhâllâ songennep ampon asanat ka’angghuy aperrang sareng rato bhâli ,akhirnya pasukan sumenep sudah melemah untuk berperang melawan raja bali
pas ano apa ka tengnga tase' mon ta' mega' juko,lalu mau apa ke tengah laut kalau tidak menangkap ikan
sanima atatamen è ḍimma,sanima bertani di mana
lalake'ganeko akaton asangaja tor abalangaja mateppa'a polo ganeko,laki-laki itu kelihatan sengaja dan memberanikan diri memperbaiki pulau itu
sakè' tasalèyo,sakit keseleo
 kakè mon ta' kalowar dâri dinna' marèna èpeddhânga ya,kamu kalau tidak keluar dari sini nanti ditebas ya
mad ja'i bajeng nyare rambanan,mad ja'i rajin mencari rambanan
ollè berta sè èkaparlo,dapat berita yang diperlukan
è madhurȃ bȃḍȃ mosèm nèmor bȃḍȃ mosèm nambhȃrȃ’,di madura ada musim kemarau ada musim penghujan
lumbrâna na’-kana’ senneng manabi èyajhâk amaèn,anak-anak biasanya senang jika diajak bermain
cè' ro'omma,sangat harum
mon èpènta'a mèlor,kalau ditanya ikut
segghut ghâllu,terlalu sering
matèna raden segara matè maèlang,matinya raden segara mati menghilang
nulâng ana'na sè ghi' kènè',menyuapi anaknya yang masih kecil
ka' -nylongka',membuka-buka sebagian
