Madura,Indonesia
angghuta sè ngèrèng amaèn panèka ta’ kodhu lakè’ malolo otabâ binè’ malolo,anggota yang ikut bermain tidak harus laki-laki semua atau perempuan saja
tadha' pentorra kopetheng otaba rajungan,tidak ada perangkap kepiting atau rajungan
ѐngghi bhu èsangghu ghi’,iya bu kirain masih
meḍḍhil ebbhu'è kebbhun,menembak tupai di kebun
tokang kaju,tukang kayu
sajan malem,semakin malam
pètodhu jhȃuna kennengngan,petunjuk jauhnya tempat
esoro giba mole,disuruh bawa pulang
karettek esep ta' anyaba,intuisi senyap tidak bernyawa
ana'na sè kènè' nangès malolo la-pola ghi' ta' èsosoè,anaknya yang kecil menangis terus barangkali belum diberi susu
ka sakabbhinna da-jânda sè bâdâneng dbisa dinna',kepada semua janda yang ada di desa sini
sudahnan mesem sembi asowara abak kene' kajana reng to'-koto' ka binena,sudahnun tersenyum sambil bersuara agak kecil seperti orang berbisik pada istrinya
dhingla marè ètanyaè sapa sè sala sapa sè bhender kalèbunna pagghun anyèksa'a opi makè la rèng kaduwwâ rèya padâ endâ',ternyata setelah ditanyai siapa yang salah siapa yang benar kepala desanya tetap akan menyiksa opi meskipun kedua orang ini sama-sama mau
abhâktè ka orèng towana,berbakti kepada orang tuanya
pola bintang ta’ tèra’,karena bintang tidak terang
sabatara saripa neka kan menangka paraban kembang disa se andhap asor tor pottrena oreng molja se ekasengkae magarsarena,sementara saripa ini kan adalah perawan kembang desa yang rendah hati dan putrinya orang mulia yang disegani warganya
mantan lakèt,mempelai laki
apapole sateya se kadhuwa la andhi' ana' dulla,apalagi sekarang keduanya sudah punya anak dulla
romana karè maèsak sè bâgiyân attassa,rumahnya tinggal memasang yang bagian atasnya
maya ta'alabân caca sè bi'ghuru acaca masala wâ-dhuwwâ,maya tidak melawan ucapan yang tadi berbicara masalah diapa-apakan
mon ta' laten andhi'na sampeyan eketthok apamajar otang,kalau tidak kuat punyanya kamu dipoyong disuruh membayar hutang
mon jahat ka orèng ḍâgghi' èbâles neng ahèrat,jika berbuat jahat kepada orang nanti dibalas di akhirat
mowana opi èpokol bi' perrèng kèlès,mukanya opi dipukul dengan bambu apus
rèbet bân ana',ribet dengan anaknya
ta' kajabana hikam sabban bakto isa pas but-nyebbut nyama,tak terkecuali hikam setiap waktu isa lalu menyebut-nyebut nama
opama èpamasaghilèma’aghi,contohnya epamasaghilèma’aghi
cè' paḍḍhângnga,sangat terang
ollè sè èkakarep,dapat yang diinginkan
burung pole,batal lagi
ta' eparobbuna kobung jareya kaangguy paenga'an ja' manossa asalla dhari barang se tadha' pas badha,tidak dirubuhkannya surau itu untuk pengingat bahwa manusia asalnya dari sesuatu yang tidak ada lalu ada
namong bâḍâ jhughân sè ghi’ ta’ onèng ka macemma laghu èn-maènan panèka,namun ada juga yang masih belum tahu macam-macam lagu permainan tersebut
bula mangkada ngangko' buja,aku berangkat megangkut garam
dhingla èsoro noro' tadâ' sè endâ'â,kalau disuruh ikut tidak ada yang mau
ca'na karettegga dhadhana kacong ganeko mole kalaban pekkeran se agumbek dhalem dhadhana,katanya remuk dadanya anak itu pulang dengan pikiran yang bergelora dalam dadanya
aba'na ta' epekkere oca'na bine-na,dia tidak dipikirkan kata istrinya
kembhâr ghula padâ'â dâyyâ akala,kembar katanya seperti itu mengalah
tembhâng soklana èserrat ngangghuy aksara ,tembang sucinya ditulis memakai aksara
koca'en orèng sè nganèla polè kennenganna cebbi rèya bâdâ neng kan perrèng,katanya orang yang melihat lagi tempatnya cebbi ini ada di pohon bambu
tèkos segghut ngarosak tamennan paḍi,tikus sering merusak tanaman padi
ghun amandheng romo sèkaton ce' kobâsana acaca los-alos,hanya memandang romo yang terlihat sangat berwibawa berbicara halus-halus
apeḍḍhisân cabbhi ompamana apeḍḍhisân cabbhi,memberi rasa pedas pada cabai umpamanya memberi rasa pedas pada cabai
ana'ana abala ja' bajaranna bukuna etagi mon bisa lagguna kodu mare kakabbi,anaknya berkata kalau biaya bukunya ditagih kalau bisa nanti harus lunas semua
suroso mangkat nompa' sapèda motor anyarra,suroso berangkat menaiki sepeda motor barunya
ghâlimpo’na syuhaḍa’,kelompok para syuhada
saare benteng ta' enga' moleya,sehari penuh tidak ingat untuk pulang
tape pagellangan tanangnga kasandhet,tapi pergelangan tangannya tersangkut
lèker rèya kè'-bhukkèk,kelereng ini banyak cuilnya
bulân ta'katèla dâri bâbâ,bulan tidak terlihat dari bawah
paḍâ lajir,sejajar
èberri' bhâtè,diberi keuntungan
dhingla dâpa' ka rèng amaèsak keddhung,ternyata kalau tiba di dekat pohon kedondong
enggi ca'na,iya katanya
ba'na mon entara ka romana ja' caca'an me' badha polisi,kalau kamu pulang ke rumah jangan cerita-cerita ada polisi
molae ganekokata' ngastete polana badha olar raja se pe-maleppe,mulai dari itu kodok waspada karena ada ular besar yang terlihat
dhinèng ka’-bhungka’an jhughân bhuto bhâbhâthangnga mano’ ghâpanèka kaangghuy jhughân èkakan ramo’na,sedangkan pepohonan juga butuh bangkainya burung itu untuk juga dimakan akarnya
ya burung ta' arassae,ya burung tidak merasa
bhâruwâng sè bânnè bhâruwâng kutup sè ngakan jhuko’ lajhu nyèndhemmè nongko’ è attas bâto è songay otabâ neng è aèng san la bâḍâ jhuko’ alangngoy è seddhi’na laju èsalbhâk,beruang yang bukan beruang kutub yang memakan ikan lalu mengendap-endap diam di atas batu di sungai atau di air setelah ada ikan berenang di dekatnya lalu diterkam
topèng dhâlâng è jhâbâ èsambhât ,unsur yang ada di dalam ceritanya topeng dalang yaitu
sapena takerjat,sapinya terkejut
para èstrè,para istri
sape anye-monyeyan,sapi meraung-raung
pola kèngèng maḍhâmmang,mungkin bisa meringankan
kuwa sè èmassa' ghi' ta' ketket,kuah yang dimasak belum bercampur menyatu
puisi moḍèrn panèka puisi sè ta’ tapèngkot sareng atoran bânnya’na keccap sareng monyèna keccap,puisi modern adalah puisi yang tidak terikat dengan aturan banyaknya kata dan bunyi katanya
engko' karo bisa aonggu',aku nanti bisa mengangguk
mon tèḍunga è lowar asapo’ sopâjâ ta’ maso’ angèn,kalau tidurnya di luar berselimut supaya tidak masuk angin
tang prasaan arassa mamang ongghu,perasaanku terasa sungguh ringan
bânnya’na aghuta sè amaèn laghu èn maènan ghâi’ bintang panèka ,banyaknya anggota yang memainkan permainan ghâi' bintang adalah
rèng-orèng ahèrra bânnya'dâtengngan kabbhi,orang-orang akhirnya banyak yang datang semua
ustat jiyâ pagghun acarama,ustad itu tetap berceramah
bunglon acè,rambutan acch
manabi akaè’ sareng kabâḍâ’ân tor tèngka jhughân katèngal korang saè,apabila terkait dengan keadaan dan tingkah juga kelihatan kurang baik
poko'la suroso kor ta' ngallè atè dâyyâ,pokoknya suroso asal tidak pindah hati begitu
pas mole,lalu pulang
orèng jiyâ sè èsarè rèng blândhâ,orang itu yang dicari orang belanda
mad nawi amaso'ta' apamèdhân,mad nawi masuk tidak berpamitan
to' trotto',brintik-berintik
badha sabagiyan se posang nyare landhu' se epangaleya koburan,ada sebagian yang bingung mencari cangkul untuk menggali kuburan
ghrâ’ân bulân amarghâ bulân è bâkto ghâpanèka engghunna loros bâḍâ èyantarana bhumè sareng mata’arè akadhi ator kaulâ ghellȃ’ sè sapanèka sabâb sadhâjâ èssèna alam panèka ècèpta sareng allah sè aghung,gerhana bulan karena bulan di waktu itu tempatnya lurus ada di antaranya bumi dan matahari seperti tutur kata saya tadi yang begitu sebab semua isinya alam ini dicipta oleh allah yang agung
ghemma rajjhâ,gemah ripah
parao laèn taghiyâr ajhelling ollèna bintang lècèn,perahu lain iri melihat dapatnya bintang licin
bâḍâ jhughân carèta sè ghu ongghu,ada juga cerita yang bersifat nyata
guba e masegit etabbu,bedug di masjid ditabuh
kèn ètahan bi'tuni,tapi ditahan oleh tuni
èman ongghu sè apèsa'a,sungguh disayangkan untuk berpisah
tep kotep cellop artèna,tep kutip celup artinya
bintang patè',bintang anjing
mano’ ngakan ka’-bhungka’an,burung makan pepohonan
tang prasaan seḍḍhi ongghu,perasaanku sungguh sedih
obâng sèwaan,uang sewaan
mored binè',murid perempuan
tape bila tabalik kanca bisa daddi setan dhalem odhi'na,tapi bila sebaliknya teman bisa jadi setan dalam hidupnya
iyâ la le' kor la bâ'en satuju bâi,iya sudah dik asal kamu setuju saja
karaton ngastinapura sè aman tentrem tor ma’mor samangkèn bâḍâ ḍâlem kabâḍâ’an malarat,keadaan ini disebabkan oleh satu kejadian yang menjadikan prabu destarata tidak berdaya tidak bisa apa-apa
kana' sè mellèng bi' ghuruna èerrès manjheng èaḍâ'na kellas,anak yang nakal oleh gurunya dihukum berdiri di depan kelas
dhinèng sè empa’ macem ḍhâ’ârân panèka akadhi nasè’ ghângan jhuko’ sareng wâ’-buwâ’ân,adapun empat macam makanan tersebut adalah seperti nasi sayur ikan dan buah-buahan
lèma ratos,lima ratus
gudangnga bujâ,gudang tempat menyunpan garam
labang adha' etenggu,pintu depan dilihat
yu sarmi langsong anyoro rasat maso' ka dâlem romana,yu sarmi langsung menyuruh rasat masuk ke dalam rumahnya
orèng sè ngèḍingaghi arassa senneng sabâb aghânḍhu’ sastra,orang yang mendengarkan merasa senang sebab mengandung sastra
nyalenda etembang na'-ana'na tatanggana se laen,menyimpang dibanding anak-anak tetangganya yang lain
nabbhi aḍâm,nabi adam
ngorpèng jhâghung,mengobak jagung
jhâ' rèng bâdâpangèranna kabbhi sè ngator bhender salana,katanya orang ada tuhannya semua yang mengatur benar salahnya
enggi manabi ampon kadi ka'dhinto badan kaula ngereng dhabuwepon ajunan,iya kalau sudah seperti ini diri saya ikut perkataan anda
kebhupatèn sampang,kabupaten sampang
sabbhân malem,setiap malam
ḍâ' kanna'an,kesini lebih mendekat
polana noro' pato bangatowa ban tatanggana se padha mondhuk molae lamba,karena mengikuti jejak para orang tua dan tetangganya yang sama-sama mondok mulai dulu
soal kapèng 18-30 maghut ḍâ’ teks deskripsi è bâbâ panèka,soal nomor 18-30 terkait pada teks deskripsi di bawah ini
ancor pessena tellor,hancur uangnya telur
kennengngenna masjid bâdâ neng seddhi'en pasar,tempatnya masjid ada di samping pasar
ajȃm akoronno’ salang,ayam berkokok pada
tako' polana royan bâjing,takut karena royan preman
neng omor saghâmè' cebbi la terro lakèya,di umur remaja cebbi sudah ingin bersuami
lajânganna reza ampo lomok mettèk ka bâng-abâng,layangannya reza tinggi sekali menukik ke angkasa
asmaèpon dhâlâng ghâpanèka èngghi ka’ḍinto pa’ kertè,namanya dalang itu yaitu pak kertè
dika popossa ta' ejuwala gi,kamu ampasnya tidak mau dijual
bhâsa sè ta’ èpaḍâpa’ larès èngghi panèka bhâsa ,bahasa yang tidak disampaikan langsung yaitu bahasa
rèng-orèng bânnya' partajâ ka oca'en kèyaè slawi,orang-orang banyak percaya pada perkataan kiai slawi
dul muni ngatowan dâri jhâuna,dul muni terlihat dari jauhnya
èntar ka kancana,pergi ke temannya
ghi’ jhâmanna orèng seppo ḍhimèn orèng terro akèrèmma kabhâr mabi nolès sorat lajhu èkèrèm lèbât kantor pos,masih zamannya orang tua dulu orang ingin mengirimkan kabar memakai menulis surat lalu dikirim lewat kantor pos
jhȃjhȃl aghȃbȃy bhȃk-tebbhȃghȃn bȃnnya’na 10 tolès è bukuna pas bȃcȃ neng aḍȃ’na kellas,coba membuat tebak-tebakan banyaknya 10 tulis di bukunya lalu baca di depannya kelas
tapè santos ta' toman anèmba'orèng sampè' satèya,tapi santos tidak pernah menimba orang sampai sekarang
jhȃjhȃl bherri’ tanḍhȃ b mon bhenḍer tanḍhȃ s mon sala,pilih tanda b jika benar tanda s jika salah
aneko' laju ajulu roko',ini langsung menyodorkan rokok
bânnya’na aghuta sè amaèn laghu èn-maènan ghâi’ bintang panèka sè cokobhâ alèngker kantos abhângon,banyaknya anggota yang bermain  lagu permainan ghâi’ bintang karena permainan ini dilakukan sambil melingkar hingga berdiri
sadhâjâ ca-kanca paḍâ ngèstowaghi ḍhâbuna orèng seppo,semua teman-teman sama-sama menaati perkataan orang tua
ngabasagi bai pon langngo,melihat saja sudah pening
lappana korang assèn,bumbunya kurang asin
makè masala rèya sara'an bi'masala sampet tapè patèna ta' kala bânnya' bi' sampet,meskipun masalah ini tidak sama dengan masalah biasa tapi korbannya tidak kalah banyak dari masalah biasa
tenggarra ekeker nojju kalembangnga,tenggaranya ditujukan ke pahanya
kalakoanna coma tèḍung malolo,kerjaannya cuma tidur melulu
rèya parènta dâri kèyaè slawi,ini perintah dari kiai slawi
korbhina mano’ pèrak sambi aghâlebbher pas ngoca’ jâgâ’âghi tang buḍu’ tako’ bâ­ḍâ manossa sè ngala’ sèngko’ nyarèya pakan sakejjhâ’,burung merpati girang sambil mengepakkan sayap lalu berkata jagakan telorku takut ada manusia yang mengambil aku akan mencari pakan sekejap
ngakan gâji buta,makan gaji buta
tèra’na tar-kataran nyonarè alam dhunnya,terangnya gemerlapan menyinari alam dunia
tako' èpègha'bi' jiyâ,takut dicegat oleh itu
bila budhu baruy ebuwang,kalau busuk baru dibuang
jhârbâ’aghi bâgiyân-bâgiyân teks narasi sè katèngal tor sè ta’ katèngal,jelaskan bagian-bagian teks narasi yang kelihatan dan yang tidak kelihatan
aèng bhersèdhâddhi aèng cellot,air bersih menjadi air celot
dâpa' ka pèngghir dâyyâ,sampai di pinggir
surososatèya dhâddhi ebbos,suroso sekarang menjadi bos
okara è bȃbȃ rèya birjhi’ akantha conto,kalimat di bawah ini diganti seperti contoh
sassa’anna èkombâ’â èsebbhidhâ ghir lorong,cuciannya mau dicuci mau disobek pinggir jalan
bâ ma' matè rèya sapèda anyar reya ma'matè,lah kok mati ini sepeda baru ini kok mati
è ḍâlem paperrangan pangèran lor sareng papatèna sè asmana wangsaḍumèttra sèdhâ,dalam peperangan pangeran lor dan panglimanya bernama wangsadumèttra gugur
torè manabi ngobbhârâ musolla sèèkennengngè romo kassa,ayo kalau mau membakar musala yang ditempati romo itu
ramana ali dhâddhi ghuru,ayahnya ali jadi guru
aba'na tha-kantha ta' neng-ngale ka oreng se nyassa e songay,dia seakan-akan tidak melihat terhadap orang yang nyuci di sungai
ahèrra èbâghi ka ajâm,akhirnya dibagi ke ayam
sè laèn aonggu' ngartè,yang lain mengangguk mengerti
polana bulân ta’ tèra’,karena bulan tidak terang
saenggana bila per-kakapper ganeko ngabber elang ta' etemmo aba'na kacong ganeko agulur,sehingga bila kupu-kupu itu terbang hilang tidak ditemukan dia anak itu menangis
ngèntèp orèng manḍi,mengintip orang mandi
e sabban lobang se pepetto' kodu aesse pettong bigi dhako ,di setiap lubang yang tujuh harus berisi tujuh biji congklak
lalake' ganeko amet ka binena,laki-laki itu pamit ke istrinya
masa' iya rèng madhurâèpadhâddhiyya rèng sè nyongngo' kasoghiyânna rèng lowar,masa' iya orang madura dijadikan orang yang menunggu kekayaan orang luar
e dhimma arabat gi' ajar tor salaenna,di mana merawat masih belajar dan lainnya
kajana se sake'gigi,seperti yang sakit gigi
radhin pratanu ajhejhuluk ki lemah duwur,raden pratanu bergelar ki lemah duwur
èsolet bheḍḍhil,menembakkan
dhinèng panjhâk salaènna semar atopo kantos cangkèm mèlana ta’ bisa acaca,sedangkan penari selainnya semar tertutup sampai mulut makanya tidak bisa berbicara
pagghun tadâ' sè aobâ,tetap tidak ada yang berubah
teks cerita sè aropa karangan hasèl ḍȃri ngen-angenna orang,teks cerita yang berupa karangan hasil imajinasi orang
perrengnga etolong,bambunya disimpan
koca'en engko' soro nantos adân,katanya aku disuruh menunggu azan
saodda le-lere,jawabnya dengan ragu-ragu
angghidhân narasi èngghi panèka sala sèttong macemma angghidhân sè èssèna nyarèta’aghi sèttong kadhâddhiyân,penyusunan narasi adalah salah satu bentuk penyusunan yang isinya menceritakan suatu kejadian
è mosèm nambhârâ’ bânnya’ kennengngan sè ,di musim hujan banyak tempat yang
jhâlân loros,jalan lurus
tanangnga negghu' pèpèna matos,tangannya memegang pipinya matos
orèng sè aburu bi'ghura nyandher polè,orang yang lari tadi mendekat lagi
parabân rowa cè' raddhinna,anak gadis itu sangat cantik sekali
yâ sèngko’ ghi’ atanya’a ghâllu ka tang kanca pola tao carana aghâbây,ya saya akan tanya ke temanku mungkin tahu cara membuatnya
saodda lalake' ganeko paggunsowarana leremellas,jawab laki-laki itu tetap suaranya pelan menyedihkan
binèna tako' ngamok polè sènga' sabbhânna,istrinya takut mengamuk lagi seperti biasanya
karettegga atena sarini,intuisi hatinya sarini
ghi' nyapo' sobbhu,masih mendapati waktu subuh
kalaban tamba sajan barassa porona buluna koceng ganeko sajan lebur,dengan obat yang makin membuat penasaran perutnya bulunya kucing itu makin indah
bân polè,lagi pula
carèta’aghi takaè’na od͎ i’na manossa bân bu-tombuwȃn,ceritakan terkaitnya hidupnya manusia dan tumbuh-tumbuhan
morèd kellas ḍuwâ’ paḍâ makalowar buku anyar,murid kelas dua pada mengeluarkan buku baru
bâkto jiyâ engko' langsong èntar ka kamarra tang emma',waktu itu aku langsung pergi ke kamarnya ibuku
satèya pèkkèrranna padâ,sekarang pikirannya sama
èya'pètanya-pètanya è bâbâ ka’ḍinto kalabân pèlèyan sè palèng lerres ,jawablah pertanyaan-pertanyaan di bawah ini dengan pilihan yang paling benar
namong ta’ sadhâjâna èn-maènanna na’-kana’ bâḍâ laghu èn-maènanna,namun tidak semua permainan anak memiliki lagu permainannya
rèng lakè' bânnya' sè ta' endâka cebbi,lelaki banyak yang tidak mau pada cebbi
