Madura,Indonesia
rapa lè' dumma,kenapa dik dumma
olle kenneng pangerem tang ana' lagguna,dapat bisa untuk kiriman anakku besoknya
mon mosèm nambhȃrȃ’ angèn tanḍes,kalau musim penghujan anginnya kencang
ta' nangghin,tidak usah
ekeba ka amper kennenganna kaji se nyekot rambing pote polos,dibawa ke teras tempatnya pengrajin yang membuat kain putih polos
ka'-bhungkaan panyakèt mata arè mabhinar dâri kenenganna,bukit penyakit matahari bersinar dari tempatnya
mara se abajanga cong,ayo yang mau salat nak
ca'epon manabi oreng ngobbar kodu sabbar,katanya kalau orang membakar harus sabar
teppong bherrâs,tepung beras
kemma benkona bâ'na lè',dimana rumahmu dik
calanana bâḍâ èlomarè,celananya ada di lemari
buari ghi' pagghun ngabâs ka ka'-bhungka'enna,buari masih tetap melihat ke bunga-bunganya
apalagi barganya kau kasib murab untukku,apalagi barganya kau kasib murab untukku
ma’ ollè bâ’na ceppet kalowar,mungkin kamu jadi cepat keluar
tang emma' rèsaarèna alako anyongngo' orèng sèèsèksa bi' rèng soroanna kalèbunna,ibuku kesehariannya bekerja menunggu orang yang disiksa oleh orang suruhannya kepala desanya
marghâ akkal jrèya,karena akal itu
bilâ mosèm nèmor rèng-orèng rammè ka sombher nyello’ aèng oḍi’,bila musim kemarau orang-orang ramai ke sumber menimba air hidup
badha'a kadaddiyan apa'a bai ja' mole sabellunna nyeyor areya abuwa,akan ada kejadian apa pun jangan pulang sebelumnya kelapa ini berbuah
suka rela,suka rela 
è sedhimor,di arah timur
cocco' gunna bisa atanya maske petanyana tabentor dha' tomang-tomang se rabak apoyya tabentor dha' sogun-sogun se pon ngalkal mennya' guringnga,paruh hanya bisa bertanya meskipun pertanyaannya membentur ke tungku-tungku besar apinya terbentur ke sutil-sutil yang sudah berkerak minyak gorengnya
masaghi empa',persegi empat
fieda nangès polana,fieda menangis karena
pengantan lakè',pengantin pria
bhâsaèpon sake’ iyâ arèya,bahasa halusnya 'sakit' yaitu
bungkana kataresna'an ganeka se pas nyanggerra' tadha' talena dha' bula agubeng neng settong poserra ate,pohon percintaan itulah yang kemudian mengikat tanpa tali kepada diriku berputar di satu pusat hati
bhâbâng potè blândhâ,bawang pre
pola badha,siapa tahu ada
leca' aengnga,lemes airnya
ca’ oca’ è bȃbȃ rèya salèn ḍȃ’ carakan madhurȃ,kata-kata di bawah ini di salin ke aksara madura
saporana yâ,maaf ya
bâto ghunong,batu gunung
bâ' kobâ'ân,melambai-lambaikan tangan
abhâjâng lèma kalè saarè,shalat lima kali sehari
otangnga ella marè èlonasè,hutangnya sudah dilunasi
tolos èhlas,tulus ikhlas
gunana kaangguy nandheng kaju ma' olle tasandhet bila esothok ka dhalem panomangan,gunanya untuk menahan kayu agar bisa tersangkut bila ditusuk ke dalam tungku
lajânganna abârna mèra,layangannya berwarna merah
ka'-bhungka'enna duwâ' la robbhu kabbhi,bunga-bunganya dua-duanya sudah roboh semua
tapè aè’ ta’ ngèdingngaghi iyan laju nabâng èntar ka aè’ anomma ella kalowar ḍâri bȃrung lajhu noro’ buntè’na iyan,tapi aè’ tidak mendengarkan iyan langsung menyusul pergi ke aè’ pamannya sudah keluar dari warung lalu ikut di belakangnya iyan
kan perrèng la bânnya' korang,pohon bambu sudah banyak berkurang
ngarang laghu,menciptakan lagu
ka’ ḍissa’ ampon akompol,sudah kumpul di sana
satos èbu,seratus ribu
gigi tareng,gigi taring
hasèlla kompollaghi ḍȃ’ ghuruna,hasilnya dikumpulkan ke gurungya
kèlabbhâ por-nappor,petirnya menambar-nyambar
tanang kacer neggu' panceng,tangan kiri memegang pancing
dujan keyalll,sangat menjijikkan
arapa bhumè ma’ pegghel,kenapa bumi kesal
tandha'tarowan ecabbur kabbi,judi taruhan dicampur semua
jhu kento',kebelet kentut
ta' kennèng èparcajâ,tidak bisa dipercaya
kennengngan è ḍiyâ cè' rombuna polana ta' toman èsapoè,tempat disini sangat kotor karena tidak pernah disapu
okara rèya ènyamaè apa,kalimat ini dinamai apa
poko'la kembung sakabbhinna,pokoknya kembung semuanya
bângkang motos,telanjang bulat
malem sajan akesek ka pareba'anna #,malam semakin berbisik ke sekitarnya
ghun nemmo sèket orèng,hanya menemukan lima puluh orang
mata kètèran,jenis atau model eraman rotan pada kursi
o llèna mancèng sakonè',hasil memancing sedikit
mala kabbhi paḍȃ bȃjhi’,malah semua sama-sama benci
sih buruwanna dika neser ka binena,sih buru-buru kamu kasihan ke istrinya
dhari ganeko keya aba'na ban binena olle pangaselan,dari situ juga dia dan istrinya mendapatkan penghasilan
abâ' ghi' ngodâ ma' mèlè matèya satèya dâyyâ,badan masih muda kok memilih mati sekarang begitu
pasamporna okara è bȃbȃ rèya kalabȃn ca’ oca’ sè èsaḍiyȃ’ȃghi neng è rèngnga,lengkapilah kalimat di bawah ini dengan kata yang disediakan di sebelahnya
bhângsana ejjhin,bangsanya jin
dâlem nem taon jiyâ engko'la omor cokop towa,dalam enam tahun itu aku sudah umur cukup tua
paḍâ kakasèbhân,sama-sama terlambat
kerrès posaka,keris pusaka
èrè atè,iri hati
megghâ' arisân,menang undian dalam arisan
sapa se nemmo,siapa yang menemukan
aèng tabâr,air tawar
enggi keng takera abit,iya tapi tidak akan lama
trètan kabâllun,saudâra tiri
kuwa sè èmassa' ghi' ta' ketket,kuah yang dimasak belum bercampur menyatu
ja' li-guli bungkana nyeyor jareya,jangan utak-atik pohonnya kelapa itu
kapal kerru',kapal keruk
lakena gunna aberri' pesse,suaminya hanya memberikan uang
kaula onengsampeyan neka oreng penting'e kampongnga sampeyan esanggu kaula ta' ngarte pasera sampeyan lalake' se tebbel,saya tahu kamu ini orang penting di kampungmu seolah saya tidak mengerti siapa kamu laki-laki yang tebal
ngormat orèng laèn,menghormat orang lain
salat mahrib,shalat maghrib
malem juma'at kalebun,malam jumat kliwon
orèng bughâng,orang goblok
ja' nger-engerl arowa' wa,jangan lihat-lihat itu yang di sana
marenge oneng,memberitahukan 
lampu listrik,lampu listrik 
buku otabâ kètab kompolanna ghu-laghu tembâng bhuru èsebbhut kètab layang,buku atau kitab kumpulannya lagu-lagu tembang baru disebut kitab layang
labun morè,kain mori
iya kemma,iya mana
bannya' ghâllu,terlalu banyak
laèn kennengngan,lain tempat
na’-kana’ ta’ rebbhu’ȃn,anak-anak tidak rebutan
bengkona sèngko’ pakaranganna lèbȃr,rumah saya memiliki halaman yang luas
begghân ro'-merro',kelapa muda yang masih sangat muda
alessa andhaun memba daddi bintang robana matodhus pornama se ngombara maske tadha' ondhem ngaddhengnge,alisnya berdaun beringin jadi bintang wajahnya membuat malu purnama yang mau muncul meskipun tidak ada mendung ngehalangi
pas mogher ka ka'-bhungka'enna sèttongnga,lalu memotong ke bunga-bunganya yang satunya
koda da-koda,kuda-kuda 
polana abit dâyyâ pas cètakghâ rasat èyangka'bi' mirah on-laonan,karena lama begitu lalu kepalanya rasat diangkat oleh mirah pelan-pelan
omorra sè kaḍuwâ iyan ḍutaon lebbi towa ḍâri aè’,umurnya yang kedua iyan dua tahun lebih tua dari aè’
sènyama dâdâènga' ebbal folli,yang namanya dada seperti bola voli
muna ta' kalowaran dâlem kamarra,muna tidak keluar dari dalam kamarnya
blâ mosèm nambhârâ’ bânnya’ orèng tanè aghârâp,bila musim hujan banyak petani menggarap
ngeppay satè,mengipas sate
yâ arèya aganggu ka manossa,ya yaitu mengganggu manusia
ajâm sè nyocco' paḍi è tanèyan èsampat bi' posapo,ayam yang makan padi di halaman dilempar dengan sapu
dika tolos arembanga gi ma' loman bariya are sanonto,kamu terus berkeliling ya kenapa loman begitu sekarang
ngoca' ghâbây bâ-tambâabangon tambhâ' odâng,berkata untuk tambah-tambahan membangun tambak udang
kana' rowa mon acaca cè' tellèna,anak itu jika bicara suaranya sangat melengking
mon nyèlèn aèng jhâ' nya'-bânnya',ḍâgghi' wa-ngalowa
pas èsalèn ḍȃ’ carakan madhurȃ a na ca ra ka dȃdhȃ ta sa wȃwa lȃla pa ḍȃḍhȃ jȃjhȃ yayȃ nya ma gȃghȃ bȃbhȃ tha nga,lalu disalink ke aksara madura menjadi a na ca ra ka dȃdhȃ ta sa wȃwa lȃla pa ḍȃḍhȃ jȃjhȃ yayȃ nya ma gȃghȃ bȃbhȃ tha nga
sabân malèng,sawan yang menimpa anak kecil
aobâ dhâddi celleng polos lècèn,berubah menjadi hitam polos licin
pan-barampan kakanan se makennyang e sabban are ban malemma asababbagi ko'-juko' dhalem songay ganeko pon lesso se arassa'ana maske epatabari caceng se gapolempomalothok otaba caceng se marobuk,beberapa makanan yang mengenyangkan setiap hari dan malam menyebabkan ikan-ikan dalam sungai itu sudah bosan untuk merasakan meskipun ditawari cacing yang gemuk besar mulus atau cacing yang keriput
ca-kancana hosniyah apolong paḍâ amaèn,teman-temannya hosniyah berkumpul sama-sama bermain
kara' akara',meradang menangis keras
yâ badâna gbun anyerra nyaba mon etalarè kadbibi',ya paling hanya menyerahkan nyawa kalau diteriaki sendiri
mare adan sobbu dhaggi' sudahnan bakal nyolet,setelah azan subuh nanti sudahnun akan menyulut
tama'in alanjotaghi kalakowan pogherrân sampe marè,tama'in melanjutkan pekerjaan menebang sampai selesai
se bine' gun bisa long-callongan ban tanges ngaberruy,yang perempuan hanya bisa berteriak-teriak dan menangis meraung-raung
kapal sellem,kapal selam 
molae eberri' sanyo mnon ka-congbula laju ta' pate enga' ja' baja napeyan salameddanna,mulai diberi sanyo dulu saya lalu tidak terlalu ingat kalau harus apa sesajennya
polana onjhângan la marè ajhâlân ka lâ-bhâlâna,karena undangan sudah selesai berjalan ke kerabat-kerabatnya
orèng arèya ma' ta' ngèḍingaghi,orang ini tidak mendengarkan
galadhak gane-ko coma salebar dheppa kalaban lanjang pettong dhep,teras itu hanya selebar se-depa dan panjang tujuh depa
bila la ekera sampanna aesse aeng,bila sudah dikira sampannya berisi air
è ḍimma hotijah bân lè’-alè’na amèn,di mana hotijah dan adik-adiknya bermain
ta' ekaedhing serrona balakkadan,bergeming tetap tidak bergerak
maske polowan ambu soso' keya,meskipun puluhan harus di kembalikan juga
sebang kaangguy nyare pakanna sapena se eobu,masing untuk mencari pakan sapi yang dipelihara
kelem akelem,bermalam
bellâ' rassana atè èdhingghâl kadhibi'ân,panas rasanya hati ini ditinggal sendirian
sebbhuttaghi cem-macemma tembhâng,sebutkan macam-macamnya tembang
ja' senga bisa akowak yaktena bungkana geddhang gancko wak-kowagan menta aeng,coba bisa berteriak pastinya pohon pisang itu berteriak-teriak minta air
ajuwal nyorot,menjual dgn harga lebih rendah dr harga pembelian
e penggir alas badha songay,di pinggir hutan ada sungai
mèeet bhâuna sè nyèlo,memijat bahunya yang ngilu
ѐ ḍâlem tokèlan kanḍhâ è attas sè èrojhâghâ ratna èngghi panèka,dalam cuplikan percakapan di atas yang mau dibuar rujak oleh ratna adalah
bȃḍȃna pandhuman pidato èssèna pidato dhȃddhi bȃrȃmma,adanya panduan pidato isinya pidato menjadi bagaimana
obbhâr maju,bakar ayo
banne gunna kodu ngaer tana sopaja nemmo pakan se ekaelang ros terrosantape kodu ngolok lamban kodu ngolok ban keban se laen sopaja dhateng ngabari raddinna aba'na ban majar dhari seddha'na mesemma,bukan hanya harus menggaruk tanah supaya menemukan pakan yang hilang terus-terusan tapi harus memanggil rumah harus memanggil dengan hewan-hewan yang lain supaya datang mengabari keberadaan dia dan membayar dari manis senyuman
tana sabbhrâng,tanah seberang
sè tamaso’ ḍâ’ èbhârât akadhi,yang termasuk ke ibarat seperti
mosèm nabhârâ’ bânnya’ sombher aèng sè,musim hujan banyak sumber air yang
mon lakar bângal jhâ' ngaroyo'an,kalau memang berani jangan keroyokan
abhuncong kantha merrak,bermahkota seperti merak
ghuru binè’ sè ngajhâr è sakola’an èsebbhut,guru perempuan yang mengajar di sekolahan disebut
rèyakodu rassaè ghâllu,ini harus dirasakan dulu
sakè' sabhâdhân,sakit pada seluruh tubuh
abit se nantos dâyyâ pas bâdâ kabhâr jhâ' jing-bâjing rèya ta' bisa èntar,lama menunggu begitu lalu ada kabar bahwa preman-preman ini tidak bisa pergi
nyerrot kolè'na jhâghung,menyerut kulit jagung untuk dibuang bulunya sebelum dijadkan klobot
ḍâ' iyâ,begini
plotan pakem,jenis beras ketan kulitnya berwarna merah tua dan tidak berbulu
ghrighi' entè',jari kelingking
padhana nalar neng e bungkana tarebung,seperti menempel di pangkal siwalan
orèng mon ella towa,cacana tor-ngalantor ta' karoan
ta' kalake',kalake` impoten mandul 
berrem ganeko ekagabaya enomma embi',beremb itu digunakan untuk minuman kambing
napepole bila erassae,apalagi kalau dirasakan
apa sè èmaksod somor tanto,apa yang dimaksud sumur keramat
bârâ' ḍâjâ,barat laut
èbhu cè' kaghiddhâ salastarèna mèreng jhâ' pottrana sèḍhâ amarghâ panyakèt sè èkasanḍhâng,ibu sangat teikejut setelah mendengar anaknya sudah meninggal karena penyakit yang dideritanya
maso' naraka,masuk neraka
tolèsân tanang,tulisan tangan
seppet atompang mardha pon badha epaddu morlao',sempit bertumpuk biasa sudah ada di pasangan selatan timur
ghârâssana landâur la sènga' rèng èkadâtengngè malaèkat sè nabu' nyabâ,dirasanya landâur sudah seperti orang didatangi malaikat pencabut nyawa
kèjhung èn-maènan panèka èlalampa’aghi sambi èn-maènan,kidung permainan itu dilakukan sambil bermain
orèng èslam mon abhâjâng ngaḍḍhep ka bârâ' otabâ kiblat,orang islam kalau sembahyang menghadap ke barat atau kiblat
ènantè' agbi,dinantikan
kassa' kala' badha ebudhiyanna kandhang oca'na,cepat ambil ada di belakang kandang katanya
matos nambhellik ta'kennèng nyabâ,matos meronta tidak bisa bernapas
engko'èpadâ'râmmaa bhâi apa can kakè ka',aku mau diapakan saja apa kata kamu kak
sènoro’ morèd sakola’an ḍâri sd sampè’ sma,yang ikut murid sekolahan dari sd sampai sma
maès jhuko' parè,memepes ikan pari
samarèna apadhu orèng binè' ḍuwâ' rowa pas patang jhâmbhâk obu'na,sesudah bertengkar mulut dua orang perempuan itu lalu saling menjambak rambutnya
sampè'cebbi rèya osaha angurosaghinna bhâdhânna sè lempo jiyâ,sampai cebbi ini berusaha menguruskan badannya yang gemuk itu
namong kèbân sè ècèta’aghi panèka ghuliennengnga èangghep akadhiyâ manossa,namun hewan yang diceritakan itu digambarkan seolah-olah seperti manusia
bila gujur bakal sara kala'anna ka dhalem polana apolong ban mardha otaba abu,bila tumpah akan susah mengambilnya ke dalam karena berkumpul dengan bara atau abu
sala janji,ingkar janji
manabi alaghuwâghi laghu èn-maènan pa’-opa’ ѐling carana sè alaghuwâghi otabâ sè amaèn panèka,jika menyanyikan lagu permainan pa'opa' eling caranya menyanyikan atau yang bermain itu
arè’ lanḍu’ bronang pakakassa rèng toking kaju,celurit cangkul keranjang adalah peralatan tukang kayu
maryam kellas ḍuwâ’ sulima kellas sèttong,maryam kelas dua sulima kelas satu
saguli ennengnga,tingkah perbuatannya 
embu'ngakan kembhâng bi' un-dâunan pa' neng sabi,ibu makan kembang dan dedaunan pak di pematang sawah
pojur gunna elongnga ngotserngodan,untung hanya hidungnya yang mendengus
kadhang bila palang kakapper-kakapper ganeko gunna daddi kajembaranna koceng saenggana kacong ganeko nanges agulur,kadang bila apes kupu-kupu itu hanya menjadi kebahagiaan kucing sehingga anak itu menangis saat bermain
hasèl ḍâri ngollè’è ghâpanèka atorraghi ḍâ’ bapa’ èbhu ghuruna,hasil dari menilai itu serahkan kepada bapak ibu gurunya
terro edina'agiya pa,mau ditinggalkan pa
èmèntaaghi ka dhukon pagghun,dimintakan ke dukun tetap saja
mon ajȃm akongko’ biyasana ajȃm parobȃ,jika ayam berjengger biasanya ayam jenis apa
sè èmaksot laghu èn-maènan èngghi panèka nalèka amaèn na’-kana’ alaghuwâghi,yang dimaksud lagu permainan adalah ketika anak-anak menyanyikan
attas angèn,atas angin
nyoro duli mole,menyuruh cepat pulang
près ḍuwâ',juara dua
padhana na'-kana' se buru ajar atengka' sahwi sakanca'an te-ganteyan nonton cong nangka,seperti anak kecil yang baru belajar melangkah sahwi dan kawan-kawan bergantian menuntun cong nangka
ko' cocco'dhuri matan,aku tertusuk duri sepertinya
kadhang adulluwan,kadang duluan
mon ca'na bula lebbbi bagus eobbar ban abuna,kalau kata saya lebih bagus dibakar beserta abunya
kanan kacèr,kanan kiri
sènga' bâgâ olar,awas ada ular
pasra la rasat ka cobhâna,pasrahlah rasat pada cobaannya
siyah senga' nengguwa,siap awas melihat
pidato katowa kellas kaangghuy maḍâpa’ pessen,pidato ketua kelas untuk menyampaikan pesan
bâkto jiyâ yu sarmi ngangghuy sampèr sè èkasapo' ghân dâdâna,waktu itu yu sarmi memakai kain samping yang diselimutkan hanya di dadanya
olle jau dhari colo'na otaba panomangan,bisa jauh dari mulutnya atau tungku
ghi' bhuru nèddhâ' tana,baru saja menginjak tanah
mon sè laènna bâdâ sè ta' ngertè ka cacana ana'en mai,kalau yang lainnya ada yang tidak mengerti pada ucapan anaknya mai
akaton rogi kalakowan mon alako buja,terlihat rugi pekerjaan kalau bekerja garam
muna sè nyatana nèser mon bâdâ nè'-binè' sèèkennèng paser bi' rasat,muna yang nyatanya kasihan kalau ada gadis-gadis yang kena pelet oleh rasat
kaèlangan sè èkatarèsnaè,kehilangan yang dicintainya
maso' sakola,masuk sekolah
oca’ panèka jhughân segghut èyangghuy ḍâlem sastra madhurâ sabâb aghânḍhu’ okara kakanthèn sè èḍinganna èndhâ contona bujâ bungkol tampor buko nètèr kolènang,kata ini juga sering dipakai dalam sastra madura sebab mengandung kalimat kakanthèn yang didengarnya indah contohnya garam sebongkah ujung buku memukul bergema
